time_s,energy_Jkg,dE_abs,dE_rel
350.0,-29188081.71980149,-2.60770320892334e-08,-8.934137001385226e-16
360.0,-29188081.71980149,-2.60770320892334e-08,-8.934137001385226e-16
370.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
380.0,-29188081.71980149,-2.60770320892334e-08,-8.934137001385226e-16
390.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
400.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
410.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
420.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
430.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
440.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
450.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
460.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
470.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
480.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
490.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
500.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
510.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
520.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
530.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
540.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
550.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
560.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
570.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
580.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
590.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
600.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
610.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
620.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
630.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
640.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
650.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
660.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
670.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
680.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
690.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
700.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
710.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
720.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
730.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
740.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
750.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
760.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
770.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
780.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
790.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
800.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
810.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
820.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
830.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
840.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
850.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
860.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
870.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
880.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
890.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
900.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
910.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
920.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
930.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
940.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
950.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
960.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
970.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
980.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
990.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1000.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1010.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
1020.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
1030.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
1040.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1050.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1060.0,-29188081.719801433,2.9802322387695312e-08,1.0210442287297402e-15
1070.0,-29188081.719801433,2.9802322387695312e-08,1.0210442287297402e-15
1080.0,-29188081.719801426,3.725290298461914e-08,1.2763052859121751e-15
1090.0,-29188081.719801433,2.9802322387695312e-08,1.0210442287297402e-15
1100.0,-29188081.719801433,2.9802322387695312e-08,1.0210442287297402e-15
1110.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1120.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1130.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1140.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1150.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1160.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1170.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
1180.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
1190.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1200.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1210.0,-29188081.719801433,2.9802322387695312e-08,1.0210442287297402e-15
1220.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1230.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
1240.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1250.0,-29188081.719801433,2.9802322387695312e-08,1.0210442287297402e-15
1260.0,-29188081.719801433,2.9802322387695312e-08,1.0210442287297402e-15
1270.0,-29188081.719801433,2.9802322387695312e-08,1.0210442287297402e-15
1280.0,-29188081.719801433,2.9802322387695312e-08,1.0210442287297402e-15
1290.0,-29188081.719801433,2.9802322387695312e-08,1.0210442287297402e-15
1300.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1310.0,-29188081.719801445,1.862645149230957e-08,6.381526429560876e-16
1320.0,-29188081.719801445,1.862645149230957e-08,6.381526429560876e-16
1330.0,-29188081.719801445,1.862645149230957e-08,6.381526429560876e-16
1340.0,-29188081.719801445,1.862645149230957e-08,6.381526429560876e-16
1350.0,-29188081.719801437,2.60770320892334e-08,8.934137001385226e-16
1360.0,-29188081.719801445,1.862645149230957e-08,6.381526429560876e-16
1370.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1380.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1390.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1400.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1410.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1420.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
1430.0,-29188081.719801445,1.862645149230957e-08,6.381526429560876e-16
1440.0,-29188081.719801445,1.862645149230957e-08,6.381526429560876e-16
1450.0,-29188081.719801445,1.862645149230957e-08,6.381526429560876e-16
1460.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
1470.0,-29188081.719801445,1.862645149230957e-08,6.381526429560876e-16
1480.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
1490.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
1500.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
1510.0,-29188081.719801445,1.862645149230957e-08,6.381526429560876e-16
1520.0,-29188081.719801445,1.862645149230957e-08,6.381526429560876e-16
1530.0,-29188081.719801445,1.862645149230957e-08,6.381526429560876e-16
1540.0,-29188081.719801445,1.862645149230957e-08,6.381526429560876e-16
1550.0,-29188081.719801445,1.862645149230957e-08,6.381526429560876e-16
1560.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
1570.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
1580.0,-29188081.719801445,1.862645149230957e-08,6.381526429560876e-16
1590.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
1600.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
1610.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
1620.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
1630.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
1640.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
1650.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
1660.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
1670.0,-29188081.719801452,1.1175870895385742e-08,3.8289158577365256e-16
1680.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
1690.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
1700.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
1710.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
1720.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
1730.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
1740.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
1750.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
1760.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
1770.0,-29188081.719801463,0.0,0.0
1780.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
1790.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
1800.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
1810.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
1820.0,-29188081.719801456,7.450580596923828e-09,2.5526105718243506e-16
1830.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
1840.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
1850.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
1860.0,-29188081.719801456,7.450580596923828e-09,2.5526105718243506e-16
1870.0,-29188081.719801456,7.450580596923828e-09,2.5526105718243506e-16
1880.0,-29188081.719801456,7.450580596923828e-09,2.5526105718243506e-16
1890.0,-29188081.719801463,0.0,0.0
1900.0,-29188081.719801456,7.450580596923828e-09,2.5526105718243506e-16
1910.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
1920.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
1930.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
1940.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
1950.0,-29188081.719801456,7.450580596923828e-09,2.5526105718243506e-16
1960.0,-29188081.719801456,7.450580596923828e-09,2.5526105718243506e-16
1970.0,-29188081.719801456,7.450580596923828e-09,2.5526105718243506e-16
1980.0,-29188081.719801463,0.0,0.0
1990.0,-29188081.719801456,7.450580596923828e-09,2.5526105718243506e-16
2000.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
2010.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
2020.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
2030.0,-29188081.719801463,0.0,0.0
2040.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
2050.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
2060.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
2070.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
2080.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
2090.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
2100.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
2110.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
2120.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
2130.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
2140.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
2150.0,-29188081.719801486,-2.2351741790771484e-08,-7.657831715473051e-16
2160.0,-29188081.719801486,-2.2351741790771484e-08,-7.657831715473051e-16
2170.0,-29188081.719801486,-2.2351741790771484e-08,-7.657831715473051e-16
2180.0,-29188081.719801493,-2.9802322387695312e-08,-1.0210442287297402e-15
2190.0,-29188081.719801486,-2.2351741790771484e-08,-7.657831715473051e-16
2200.0,-29188081.719801493,-2.9802322387695312e-08,-1.0210442287297402e-15
2210.0,-29188081.719801493,-2.9802322387695312e-08,-1.0210442287297402e-15
2220.0,-29188081.7198015,-3.725290298461914e-08,-1.2763052859121751e-15
2230.0,-29188081.7198015,-3.725290298461914e-08,-1.2763052859121751e-15
2240.0,-29188081.7198015,-3.725290298461914e-08,-1.2763052859121751e-15
2250.0,-29188081.719801493,-2.9802322387695312e-08,-1.0210442287297402e-15
2260.0,-29188081.719801493,-2.9802322387695312e-08,-1.0210442287297402e-15
2270.0,-29188081.7198015,-3.725290298461914e-08,-1.2763052859121751e-15
2280.0,-29188081.719801493,-2.9802322387695312e-08,-1.0210442287297402e-15
2290.0,-29188081.7198015,-3.725290298461914e-08,-1.2763052859121751e-15
2300.0,-29188081.7198015,-3.725290298461914e-08,-1.2763052859121751e-15
2310.0,-29188081.719801493,-2.9802322387695312e-08,-1.0210442287297402e-15
2320.0,-29188081.719801493,-2.9802322387695312e-08,-1.0210442287297402e-15
2330.0,-29188081.7198015,-3.725290298461914e-08,-1.2763052859121751e-15
2340.0,-29188081.719801493,-2.9802322387695312e-08,-1.0210442287297402e-15
2350.0,-29188081.719801486,-2.2351741790771484e-08,-7.657831715473051e-16
2360.0,-29188081.719801486,-2.2351741790771484e-08,-7.657831715473051e-16
2370.0,-29188081.719801486,-2.2351741790771484e-08,-7.657831715473051e-16
2380.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
2390.0,-29188081.719801486,-2.2351741790771484e-08,-7.657831715473051e-16
2400.0,-29188081.719801486,-2.2351741790771484e-08,-7.657831715473051e-16
2410.0,-29188081.719801486,-2.2351741790771484e-08,-7.657831715473051e-16
2420.0,-29188081.719801486,-2.2351741790771484e-08,-7.657831715473051e-16
2430.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
2440.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
2450.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
2460.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
2470.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
2480.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
2490.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
2500.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
2510.0,-29188081.719801463,0.0,0.0
2520.0,-29188081.719801463,0.0,0.0
2530.0,-29188081.719801463,0.0,0.0
2540.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
2550.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
2560.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
2570.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
2580.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
2590.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2600.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2610.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2620.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2630.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
2640.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
2650.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
2660.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
2670.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
2680.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
2690.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
2700.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
2710.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
2720.0,-29188081.71980149,-2.60770320892334e-08,-8.934137001385226e-16
2730.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
2740.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
2750.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2760.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2770.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2780.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
2790.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2800.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2810.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2820.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2830.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2840.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2850.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2860.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2870.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2880.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2890.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
2900.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2910.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2920.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2930.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2940.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2950.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2960.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2970.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2980.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
2990.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
3000.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
3010.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
3020.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
3030.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
3040.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
3050.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
3060.0,-29188081.71980146,3.725290298461914e-09,1.2763052859121753e-16
3070.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
3080.0,-29188081.719801467,-3.725290298461914e-09,-1.2763052859121753e-16
3090.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
3100.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
3110.0,-29188081.719801474,-1.1175870895385742e-08,-3.8289158577365256e-16
3120.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
3130.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
3140.0,-29188081.71980149,-2.60770320892334e-08,-8.934137001385226e-16
3150.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
3160.0,-29188081.71980148,-1.862645149230957e-08,-6.381526429560876e-16
3170.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
3180.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
3190.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3200.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3210.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3220.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3230.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3240.0,-29188081.719801463,0.0,0.0
3250.0,-29188081.719801463,0.0,0.0
3260.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3270.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3280.0,-29188081.719801463,0.0,0.0
3290.0,-29188081.719801463,0.0,0.0
3300.0,-29188081.719801463,0.0,0.0
3310.0,-29188081.719801463,0.0,0.0
3320.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3330.0,-29188081.719801463,0.0,0.0
3340.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3350.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3360.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3370.0,-29188081.719801463,0.0,0.0
3380.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3390.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3400.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
3410.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
3420.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3430.0,-29188081.719801478,-1.4901161193847656e-08,-5.105221143648701e-16
3440.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3450.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3460.0,-29188081.719801463,0.0,0.0
3470.0,-29188081.719801463,0.0,0.0
3480.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3490.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3500.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3510.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3520.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3530.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3540.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3550.0,-29188081.71980147,-7.450580596923828e-09,-2.5526105718243506e-16
3560.0,-29188081.719801463,0.0,0.0
3570.0,-29188081.719801456,7.450580596923828e-09,2.5526105718243506e-16
3580.0,-29188081.719801456,7.450580596923828e-09,2.5526105718243506e-16
3590.0,-29188081.719801463,0.0,0.0
3600.0,-29188081.719801456,7.450580596923828e-09,2.5526105718243506e-16
3610.0,-29188081.719801463,0.0,0.0
3620.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
3630.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
3640.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
3650.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
3660.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
3670.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
3680.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
3690.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
3700.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
3710.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
3720.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
3730.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
3740.0,-29188081.71980145,1.4901161193847656e-08,5.105221143648701e-16
3750.0,-29188081.71980144,2.2351741790771484e-08,7.657831715473051e-16
