time_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms
1740.0,-2508572.0124773527,3944680.703613879,4976948.411981044,-7106.1188437655555,-1743.5606484074644,-2199.8260574890783
1750.0,-2579474.67337411,3926998.511317093,4954639.037538847,-7074.265375938828,-1792.8409117573212,-2262.002275755966
1760.0,-2650054.36750589,3908824.63363244,4931709.3105271505,-7041.526164737047,-1841.8966999319164,-2323.8952768372337
1770.0,-2720302.2578425324,3890161.3460459113,4908162.10189477,-7007.905309319333,-1890.7218708320954,-2385.497311332377
1780.0,-2790209.5488978387,3871010.9853207543,4884000.359903177,-6973.407019232312,-1939.3103112334647,-2446.800666271774
1790.0,-2859767.487830824,3851375.9492048966,4859227.109757359,-6938.035613883057,-1987.6559375518075,-2507.797666082397
1800.0,-2928967.3655416295,3831258.6961307316,4833845.453227045,-6901.795521998267,-2035.7526966047858,-2568.480673548845
1810.0,-2997800.517761955,3810661.744907307,4807858.568258342,-6864.691281069766,-2083.59456636984,-2628.842090769572
1820.0,-3066258.326139884,3789587.6744049536,4781269.70857584,-6826.727536786377,-2131.1755567381815,-2688.8743601081915
1830.0,-3134332.219318955,3768039.123232395,4754082.20327522,-6787.909042452252,-2178.489710264796,-2748.5699651397413
1840.0,-3202013.6740113506,3746018.789406376,4726299.456406431,-6748.240658391731,-2225.531102914352,-2807.92143159179
1850.0,-3269294.216065067,3723529.4300138545,4697924.946547487,-6707.7273513407945,-2272.293844802927,-2866.9213282802616
1860.0,-3336165.4215249335,3700573.8608667958,4668962.226368916,-6666.374193825199,-2318.7720809354632,-2925.5622680398683
1870.0,-3402618.917687345,3677154.956149615,4639414.9221889535,-6624.18636352536,-2364.9599919388443,-2983.8369086490316
1880.0,-3468646.384148577,3653275.648059311,4609286.733519496,-6581.169142628081,-2410.8517947905225,-3041.737953749174
1890.0,-3534239.553846557,3628938.926438336,4578581.432602905,-6537.327917165182,-2456.441743542589,-3099.2581537582705
1900.0,-3599390.2140959497,3604147.8384002494,4547302.863939692,-6492.668176339137,-2501.724130041203,-3156.390306778544
1910.0,-3664090.2076164396,3578905.487948198,4515454.943807168,-6447.195511835791,-2546.693284641289,-3213.1272594981874
1920.0,-3728331.4335540747,3553215.035586276,4483041.6597690955,-6400.915617124246,-2591.343576916415,-3269.4619080870043
