time_s,hx,hy,hz,h_mag,dH_abs,dH_rel
700.0,8.20159912109375e-05,-40885208974.96098,32405217325.23856,52169899586.0848,-0.00301361083984375,-5.776531800431894e-14
710.0,-0.000125885009765625,-40885208974.961075,32405217325.23889,52169899586.08508,-0.0027313232421875,-5.23543894823954e-14
720.0,-0.000476837158203125,-40885208974.961044,32405217325.239025,52169899586.08514,-0.00267791748046875,-5.1330700302572025e-14
730.0,-0.0004024505615234375,-40885208974.96054,32405217325.238625,52169899586.084496,-0.00331878662109375,-6.361497046045251e-14
740.0,-0.0001316070556640625,-40885208974.96057,32405217325.23841,52169899586.08439,-0.00342559814453125,-6.566234882009926e-14
750.0,-0.0001163482666015625,-40885208974.96065,32405217325.238434,52169899586.084465,-0.00334930419921875,-6.419993570606586e-14
760.0,-0.000118255615234375,-40885208974.961044,32405217325.23841,52169899586.084755,-0.00305938720703125,-5.864276587273899e-14
770.0,-7.62939453125e-05,-40885208974.96092,32405217325.238304,52169899586.084595,-0.0032196044921875,-6.17138334122091e-14
780.0,2.47955322265625e-05,-40885208974.96062,32405217325.23793,52169899586.08412,-0.003692626953125,-7.078079471921612e-14
790.0,-1.33514404296875e-05,-40885208974.96058,32405217325.238167,52169899586.08424,-0.003570556640625,-6.84409337367627e-14
800.0,5.7220458984375e-06,-40885208974.96069,32405217325.23829,52169899586.08441,-0.0034027099609375,-6.522362488588925e-14
810.0,0.000186920166015625,-40885208974.96081,32405217325.238327,52169899586.08452,-0.0032958984375,-6.317624652624249e-14
820.0,9.5367431640625e-06,-40885208974.960976,32405217325.23812,52169899586.084526,-0.00328826904296875,-6.303000521483915e-14
830.0,-8.0108642578125e-05,-40885208974.961006,32405217325.238144,52169899586.084564,-0.0032501220703125,-6.229879865782246e-14
840.0,-0.0002803802490234375,-40885208974.96091,32405217325.238426,52169899586.08466,-0.00315093994140625,-6.039766160957905e-14
850.0,-0.000118255615234375,-40885208974.96079,32405217325.238113,52169899586.08437,-0.00344085693359375,-6.595483144290594e-14
860.0,-0.000240325927734375,-40885208974.96095,32405217325.23826,52169899586.084595,-0.0032196044921875,-6.17138334122091e-14
870.0,-0.000141143798828125,-40885208974.96122,32405217325.23839,52169899586.084885,-0.0029296875,-5.615666357888222e-14
880.0,-6.103515625e-05,-40885208974.96159,32405217325.23821,52169899586.08507,-0.00274658203125,-5.264687210520208e-14
890.0,-0.0001277923583984375,-40885208974.96181,32405217325.237904,52169899586.08504,-0.002777099609375,-5.323183735081543e-14
900.0,-0.0001544952392578125,-40885208974.96164,32405217325.237732,52169899586.0848,-0.00301361083984375,-5.776531800431894e-14
910.0,-0.0004940032958984375,-40885208974.96148,32405217325.237854,52169899586.084755,-0.00305938720703125,-5.864276587273899e-14
920.0,-0.000431060791015625,-40885208974.961426,32405217325.237892,52169899586.08474,-0.00307464599609375,-5.893524849554566e-14
930.0,-0.0003986358642578125,-40885208974.96148,32405217325.237934,52169899586.0848,-0.00301361083984375,-5.776531800431894e-14
940.0,-0.0002994537353515625,-40885208974.96126,32405217325.237724,52169899586.0845,-0.0033111572265625,-6.346872914904917e-14
950.0,-6.866455078125e-05,-40885208974.961075,32405217325.237717,52169899586.08435,-0.0034637451171875,-6.639355537711596e-14
960.0,0.0004673004150390625,-40885208974.96144,32405217325.237736,52169899586.084656,-0.0031585693359375,-6.054390292098239e-14
970.0,0.0004711151123046875,-40885208974.96069,32405217325.23719,52169899586.083725,-0.00408935546875,-7.838534291218977e-14
980.0,0.0002803802490234375,-40885208974.96054,32405217325.23693,52169899586.08344,-0.00437164306640625,-8.379627143411331e-14
990.0,0.000152587890625,-40885208974.96086,32405217325.23745,52169899586.08402,-0.00379180908203125,-7.268193176745954e-14
