time_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms
1110.0,2204520.2924771146,4014150.1750365193,5064597.071392511,-7231.264170609614,1532.232205155805,1933.1959195708978
1120.0,2132071.1497416436,4029220.8786765817,5083611.567161491,-7258.413189639511,1481.8770733174974,1869.6635547819906
1130.0,2059355.058029845,4043787.0980319185,5101989.5621720115,-7284.653408806136,1431.3364009683137,1805.8970961283712
1140.0,1986381.1218625663,4057847.0093184724,5119728.755381262,-7309.981542665785,1380.6165161244273,1741.9045275794442
1150.0,1913158.4780444347,4071398.852145202,5136826.925728515,-7334.3944199736825,1329.7237692405656,1677.693861415022
1160.0,1839696.29451987,4084440.9297344945,5153281.932413212,-7357.888984081039,1278.6645324148922,1613.2731372221385
1170.0,1766003.7692251992,4096971.6091346126,5169091.715163011,-7380.462293317765,1227.445198591179,1548.6504208884396
1180.0,1692090.1289370162,4108989.32142415,5184254.294491742,-7402.111521360788,1176.0721807583693,1483.833803592283
1190.0,1617964.62811693,4120492.5619084714,5198767.771947251,-7422.833957587922,1124.5519111476303,1418.8314007896704
1200.0,1543636.5477528467,4131479.8903081105,5212630.330349101,-7442.627007417258,1072.890840426996,1353.6513511981411
1210.0,1469115.1941969309,4141949.9309391,5225840.2340160925,-7461.488192632023,1021.095436893703,1288.3018157777524
1220.0,1394409.8980003898,4151901.372885219,5238395.828983584,-7479.415151690867,969.1721856643177,1222.7909767092738
1230.0,1319530.012745229,4161332.9701621244,5250295.543210578,-7496.405640023542,917.127587862758,1157.1270363697267
1240.0,1244484.9138731244,4170243.54187336,5261537.886776548,-7512.45753031194,864.9681598063116,1091.3182163053943
1250.0,1169283.9975115557,4178631.97235821,5272121.45206799,-7527.5688127564445,812.7004321897509,1025.3727562024308
1260.0,1093936.679297352,4186497.2113313875,5282044.913954663,-7541.7375953275705,760.3309492676478,959.2989128551995
1270.0,1018452.3931977936,4193838.2740145368,5291307.029955504,-7554.962104002859,707.866268034992,893.1049591324709
1280.0,942840.5903294184,4200654.241259534,5299906.640394196,-7567.240682988997,655.312957406212,826.799182941604
