time_s,x_num_m,y_num_m,z_num_m,r_num_m,x_ana_m,y_ana_m,z_ana_m,r_ana_m,r_error_norm_m,r_error_rel,energy_error_Jkg,energy_error_rel,h_error_m2s,h_error_rel
0.0,6828137.0,0.0,0.0,6828137.0,6828137.0,0.0,0.0,6828137.0,0.0,0.0,-0.021967928856611252,7.526335252506234e-10,-19.632415771484375,3.76316916840142e-10
10.0,6827708.472881188,47457.36070047803,59876.2875176868,6828135.936076926,6827709.536737395,47457.368109517396,59876.29686556805,6828137.0,1.063923074075293,1.5581454708294413e-07,-18.212563179433346,6.239725974650261e-07,-16276.291984558105,3.119862623383978e-07
20.0,6826425.0656252,94908.76454551116,119745.05935426436,6828134.864618839,6826427.200470724,94908.79425231482,119745.09683492244,6828137.000000001,2.1353811616810394,3.127326182355508e-07,-36.52518714219332,1.2513733333124191e-06,-32642.002937316895,6.256865200817413e-07
30.0,6824286.9458429385,142348.2703078228,179598.81954646288,6828133.792277686,6824290.151756707,142348.3372056446,179598.90395050897,6828137.000000001,3.207722315035083,4.69780016867717e-07,-54.83922382816672,1.8788224698469806e-06,-49008.972564697266,9.394109042779072e-07
40.0,6821294.381067707,189769.9382450725,239430.0740045404,6828132.7186124055,6821298.65816754,189770.0572346107,239430.22413197494,6828137.0,4.281387594849762,6.270213375697884e-07,-73.15533847734332,2.5063427985627065e-06,-65377.79537963867,1.2531708106348407e-06
50.0,6817447.746190434,237167.83085657377,299231.3314670142,6828131.64355827,6817453.094257402,237168.0168358612,299231.5661144757,6828137.0,5.356441731206959,7.844660602455632e-07,-91.46776457130909,3.1337367553145785e-06,-81743.31790924072,1.566867456656518e-06
60.0,6812747.522603392,284536.0136060033,358995.1044124952,6828130.566617014,6812753.941515544,284536.2814810023,358995.44238662964,6828137.0,6.433382994619639,9.421871580226992e-07,-109.77815259248018,3.7610608865529855e-06,-98107.0152053833,1.880529116345592e-06
70.0,6807194.298707409,331868.5556769737,418713.91001298977,6828129.487424805,6807201.788306017,331868.92035963904,418714.370128002,6828137.0,7.512575230136838,1.100237917038987e-06,-128.08585952594876,4.388293162227665e-06,-114468.31255340576,2.1941447734903207e-06
80.0,6800788.76942169,379159.5306970581,478380.2710473845,6828128.405334654,6800797.329793993,379160.0071219506,478380.87214600237,6828137.0,8.594665449960583,1.2587130940636638e-06,-146.39508862420917,5.0155775881191796e-06,-130830.9663772583,2.5077864317552416e-06
90.0,6793531.736548428,426403.0174982262,537986.7168608857,6828127.319868973,6793541.367858737,426403.6206207078,537987.4778120769,6828137.0,9.680131285213161,1.4176826395271743e-06,-164.70715289190412,5.6429591485007105e-06,-147196.15003967285,2.821476582322834e-06
100.0,6785424.108512538,473593.1008529631,597525.7842937569,6828126.230559491,6785434.8109931955,473593.84565263806,597526.7239970788,6828137.0,10.769441077556198,1.5772151433921431e-06,-183.0232112109661,6.270477547315214e-06,-163564.89919281006,3.1352350767199063e-06
110.0,6776466.899973135,520723.8721940581,656990.0185894774,6828125.136670424,6776478.674190259,520724.7736990475,656991.1560057007,6828136.999999999,11.86333072009802,1.7374183792882336e-06,-201.3490014821291,6.89832936824999e-06,-179942.34172058105,3.449160206949125e-06
120.0,6766661.233664912,567789.4305101286,716371.9745246113,6828124.03918286,6766674.078815669,567790.5036656045,716373.328509849,6828137.000000001,12.960819289713555,1.8981486882459378e-06,-219.66091481223702,7.525705757425398e-06,-196307.37872314453,3.7628475463199897e-06
130.0,6756008.335802405,614783.8827393346,775664.2169055431,6828122.936305067,6756022.25246762,614785.1426211955,775665.8064808481,6828137.000000001,14.063698754644955,2.059668509088929e-06,-237.9827644750476,8.153422570914763e-06,-212681.29168701172,4.076705021370063e-06
140.0,6744509.541479985,661701.344954462,834859.3220636941,6828121.829073186,6744524.528823056,661702.8065357569,834861.1661203526,6828137.0,15.170933299235232,2.221826143680953e-06,-256.2900213710964,8.780639428055817e-06,-229042.15937805176,4.390312442789102e-06
150.0,6732166.289099595,708535.9426303817,893949.878192964,6828120.715893162,6732182.347470686,708537.6210169938,893951.9957898546,6828137.0,16.284117425122336,2.3848551113022973e-06,-274.6031423211098,9.408057190964386e-06,-245408.26369476318,4.704020240588218e-06
160.0,6718980.124222424,755281.8117398572,952928.4867322892,6828119.596614203,6718997.253730736,755283.7220458915,952930.8969386686,6828137.0,17.40340251047973,2.5487775817151486e-06,-292.917916957289,1.0035531610085598e-05,-261775.84185028076,5.017756289137617e-06
170.0,6704952.698080296,801933.0993838372,1011787.7631608855,6828118.471223512,6704970.898461468,801935.2567109279,1011790.4850302777,6828137.000000001,18.528802119045057,2.7135955413672946e-06,-311.22778848186135,1.0662838045861751e-05,-278139.0341491699,5.331408268968052e-06
180.0,6690085.76618629,848483.9643791298,1070520.3377397158,6828117.338641104,6690105.037852478,848486.3839408966,1070523.3904669248,6828137.000000001,19.661397208978123,2.879467299642365e-06,-329.5444616228342,1.1290377508818678e-05,-294508.3008956909,5.6451766846681695e-06
190.0,6674381.189497409,894928.5781371208,1129118.856620123,6828116.198122182,6674401.533204815,894931.2752362451,1129122.2595123327,6828136.999999999,20.80193380667868,3.046502114219249e-06,-347.8739207610488,1.1918355027189964e-05,-310888.9901275635,5.959164048179915e-06
200.0,6657840.936120286,941261.1256794638,1187575.9831253495,6828115.051248811,6657862.350697933,941264.1153988413,1187579.7552124402,6828137.0,21.94883137617419,3.2144685111289054e-06,-366.1823798120022,1.2545613070830194e-05,-327250.90787506104,6.272791597229358e-06
210.0,6640467.074795372,987475.8055169592,1245884.3975977104,6828113.895513181,6640489.561143505,987479.1032600731,1245888.5583140345,6828137.000000001,23.104599593107142,3.3837340394762348e-06,-384.5060019604862,1.3173390610669754e-05,-343626.3724594116,6.586678813959887e-06
220.0,6622261.781832985,1033566.8313522728,1304036.799546873,6828112.731682877,6622285.339726157,1033570.4524071922,1304041.3681811704,6828137.000000001,24.268473144648286,3.5541866170301335e-06,-402.8249607011676,1.3801008379550613e-05,-359997.66526031494,6.9004860653564035e-06
230.0,6603227.336609787,1079528.4322302926,1362025.907839571,6828111.559470202,6603251.965731109,1079532.3919078095,1362030.903709255,6828136.999999999,25.440742461553487,3.725868778197258e-06,-421.1374933719635,1.4428405987684275e-05,-376363.21102905273,7.2141831568291154e-06
240.0,6583366.121322144,1125354.8532291723,1419844.4615714888,6828110.377557898,6583391.822258803,1125359.167032454,1419849.9042366894,6828137.0,26.62272804206156,3.898973913684151e-06,-439.4594605527818,1.505612682740629e-05,-392737.1840057373,7.528041782213344e-06
250.0,6562680.623807772,1171040.3567003035,1477485.221631711,6828109.186829312,6562707.395926518,1171045.0399751002,1477491.13045395,6828137.0,27.813550388948677,4.0733732186317696e-06,-457.769114382565,1.568342580483725e-05,-409100.14848327637,7.841689395131981e-06
260.0,6541173.432001205,1216579.2220931188,1534940.9704816944,6828107.98494066,6541201.276557032,1216584.2905715795,1534947.365309997,6828137.0,29.015557759937426,4.24941060203353e-06,-476.09990610182285,1.6311448978180145e-05,-425481.9991989136,8.155699022128483e-06
270.0,6518847.23978033,1261965.747748308,1592204.5144177028,6828106.7727309065,6518876.156854358,1261971.217015781,1592211.4149158937,6828137.0,30.227916439691942,4.426963963917529e-06,-494.43088269233704,1.6939478485315648e-05,-441864.0107498169,8.46971173203807e-06
280.0,6495704.842579644,1307194.250912935,1649268.6835899332,6828105.550019195,6495734.832066599,1307200.1365735542,1649276.1094455302,6828136.999999999,31.450813345653113,4.606060678872307e-06,-512.7585519105196,1.7567394680025864e-05,-458243.062210083,8.783667702512475e-06
290.0,6471749.13859156,1352259.0687385653,1706126.3332618068,6828104.317224193,6471780.199635973,1352265.3862942236,1706134.3040333297,6828137.0,32.68383680399503,4.786640456100255e-06,-531.0691963732243,1.8194727597094593e-05,-474606.89459228516,9.097331951550208e-06
300.0,6446983.12588428,1397154.5584663409,1762770.3440434728,6828103.0727076065,6447015.2588360235,1397161.3237196268,1762778.8796688311,6828136.999999999,33.928633041370134,4.968944390156515e-06,-549.3842967711389,1.8822213176994998e-05,-490974.7046966553,9.411072446127956e-06
310.0,6421409.9056400135,1441875.098868663,1819193.6237107925,6828101.816576786,6421443.110396098,1441882.3275905852,1819202.7440880367,6828137.000000001,35.18510378496657,5.152958088709493e-06,-567.6955101713538,1.944956558618093e-05,-507339.036567688,9.724746269438102e-06
320.0,6395032.679347645,1486415.090455436,1875389.1074654956,6828100.548136222,6395066.956113115,1486422.798550724,1875398.832661407,6828136.999999999,36.45395478682656,5.338784911144367e-06,-586.0082468129694,2.0076970182468917e-05,-523704.725189209,1.0038446099133126e-05
330.0,6367854.748972481,1530768.9562822385,1931349.758954908,6828099.266482875,6367890.09845068,1530777.159847545,1931360.109278399,6828136.999999999,37.73610060749367,5.526558797442651e-06,-604.3314892798662,2.0704734714205013e-05,-540079.7980575562,1.0352325807396006e-05
340.0,6339879.517823121,1574931.1429586925,1987068.5715441247,6828097.971880068,6339915.940125593,1574939.8580306743,1987079.5672284327,6828136.999999999,39.031290914342634,5.71624308568247e-06,-622.6543028838933,2.133248455285941e-05,-556454.4830245972,1.0666198080311892e-05
350.0,6311110.488090391,1618896.120865508,2042538.568589928,6828096.663581683,6311147.983681809,1618905.3636471871,2042550.2300781743,6828137.000000001,40.3402862788683,5.907949163713073e-06,-640.9830391444266,2.1960437305037163e-05,-572834.4562530518,1.098017171936905e-05
360.0,6281551.262948008,1662658.3854806232,2097752.805113898,6828095.342569257,6281589.831051896,1662668.1719339327,2097765.152545032,6828137.0,41.6621214235136,6.101535663902701e-06,-659.2945400029421,2.2587799562705195e-05,-589199.0218658447,1.1293850023074252e-05
370.0,6251205.541263843,1706212.456813495,2152704.3670886946,6828094.006309231,6251245.183106052,1706222.8035067655,2152717.421366749,6828137.000000001,42.99934756321251,6.297376218903122e-06,-677.6257793344557,2.3215838071494242e-05,-605581.2225189209,1.1607866357720982e-05
380.0,6220077.1237242725,1749552.8818097927,2207386.3744720384,6828092.655898262,6220117.839188726,1749563.8050465991,2207400.1561669894,6828137.0,44.350887969602645,6.495313138796519e-06,-695.9516861028969,2.3843693883690904e-05,-621958.6527557373,1.1921791252355449e-05
390.0,6188169.908009162,1792674.2339132356,2261791.980653824,6828091.291354889,6188211.696642924,1792685.7499821964,2261806.5103168036,6828137.0,45.71674597238287,6.695346911226717e-06,-714.2656584605575,2.44711408163015e-05,-638325.4125976562,1.2235511615354276e-05
400.0,6155487.888273482,1835571.1136943237,2315914.3732494623,6828089.9115590155,6155530.750322232,1835583.2391696125,2315929.671791873,6828137.0,47.09806550061632,6.897645067844468e-06,-732.5805978253484,2.5098620879117053e-05,-654693.0317001343,1.2549248448780795e-05
410.0,6122035.156476707,1878238.1500432824,2369746.7756049507,6828088.516261697,6122079.0920906365,1878250.901568199,2369762.864025415,6828137.0,48.49512173482716,7.102247909616805e-06,-750.8945425488055,2.572606686496439e-05,-671059.7569351196,1.2862968148429034e-05
420.0,6087815.899999779,1920670.0002861563,2423282.446943363,6828087.104010402,6087860.910310194,1920683.394913097,2423299.346756656,6828136.999999999,49.90939554720449,7.309372314469451e-06,-769.2261410094798,2.6354117677719273e-05,-687442.2538223267,1.3176990161333402e-05
430.0,6052834.404500935,1962861.351902478,2476514.684532021,6828085.675927429,6052880.489316624,1962875.4063841195,2476532.4168747556,6828136.999999999,51.339796163444106,7.518858535416632e-06,-787.5500463172793,2.6981904918755304e-05,-703817.8704147339,1.3490880291775817e-05
440.0,6017095.049538586,2004806.92201214,2529436.823035064,6828084.231426504,6017142.208882884,2004821.653270952,2529455.4092580755,6828137.0,52.78694371350798,7.7307973922474e-06,-805.8701644092798,2.7609562407660566e-05,-720190.097328186,1.380470544837353e-05
450.0,5980602.309902185,2046501.458611932,2582042.2360735717,6828082.770307923,5980650.5436707875,2046516.8836345817,2582061.6976086986,6828137.0,54.25107470709221,7.945223522476513e-06,-824.1838281266391,2.8236998766081875e-05,-736556.5508956909,1.4118419940661154e-05
460.0,5943360.754498674,2087939.741053986,2634324.3368292125,6828081.292134585,5943410.062670756,2087955.8769648732,2634344.6952820825,6828137.000000001,55.73266598274331,8.16220676045945e-06,-842.4924689084291,2.8864263035922176e-05,-752918.5102996826,1.4432048288188159e-05
470.0,5905375.045580979,2129116.580617695,2686276.5787658803,6828079.795993737,5905425.428629746,2129133.444834211,2686297.8561117514,6828137.0,57.2326729150062,8.381887023503805e-06,-860.8056871145964,2.9491684130880953e-05,-769284.5550918579,1.4745754945012563e-05
480.0,5866649.939007282,2170026.82145183,2737892.456818222,6828078.28146226,5866701.397467446,2170044.431547122,2737914.675228914,6828137.000000001,58.7515646790333,8.604333023639287e-06,-879.1247480288148,3.0119305400284317e-05,-785655.8159408569,1.5059561583950467e-05
490.0,5827190.283810641,2210665.3413022785,2789165.508309991,6828076.748815759,5827242.817680802,2210683.714785805,2789188.6898769215,6828137.0,60.28911557149695,8.829511705974403e-06,-897.4390074200928,3.0746762166827135e-05,-802022.7803115845,1.537328586738637e-05
500.0,5787001.020207753,2251027.051643542,2840089.3131197887,6828075.197419389,5787054.629736962,2251046.2062514722,2840113.480220438,6828137.0,61.84601345843239,9.057523810437955e-06,-915.7534294463694,3.1374224505335934e-05,-818389.8844833374,1.5687012830548063e-05
510.0,5746087.180063335,2291106.8987097437,2890657.494981972,6828073.626982873,5746141.865454686,2291126.8523014444,2890682.670149253,6828137.0,63.422605564302366,9.288420189035804e-06,-934.0671264119446,3.200166200285971e-05,-834756.3350753784,1.6000727265801576e-05
520.0,5704453.885713699,2330899.863918208,2940863.72202105,6828072.03691844,5704509.647374341,2330920.634581892,2940889.928076606,6828137.0,65.01954025690054,9.52229579706742e-06,-952.3843377120793,3.262921990345041e-05,-851125.9206542969,1.6314501792926092e-05
530.0,5662106.349511669,2370400.96456304,2990701.7076267507,6828070.426554145,5662163.18811652,2370422.570656169,2990728.967731942,6828137.0,66.63755395208769,9.759258484721043e-06,-970.7107818610966,3.325709412660607e-05,-867503.7516174316,1.6628434368739196e-05
540.0,5619049.874594556,2409605.255044401,3040165.2120050136,6828068.796856413,5619107.78972939,2409627.7146286466,3040193.548947996,6828137.0,68.27575048962298,9.999177006791601e-06,-989.0242048427463,3.388452223728737e-05,-883869.9401016235,1.694214377987246e-05
550.0,5575289.850915671,2448507.826105977,3089248.041215868,6828067.146446466,5575348.843024843,2448531.1577639687,3089277.4784421,6828137.0,69.93558105446185,1.0242263893425373e-05,-1007.3424984142184,3.451211721709921e-05,-900240.4753952026,1.7255936511261657e-05
560.0,5530831.757673964,2487103.8067447054,3137944.049582973,6828065.475340147,5530891.82690353,2487128.0291016577,3137974.61059162,6828137.0,71.61710805779472,1.0488528284917939e-05,-1025.6597512103617,3.513967653936637e-05,-916610.0746002197,1.7569711299573157e-05
570.0,5485681.160788536,2525388.364033989,3186247.139470516,6828063.782714143,5485742.307668867,2525413.4960659924,3186278.848203433,6828137.0,73.32123669167574,1.0738102749209006e-05,-1043.984443038702,3.576749072703588e-05,-932986.3158035278,1.788361340264549e-05
580.0,5439843.713969475,2563356.704524712,3234151.263050827,6828062.069089462,5439905.938330101,2563382.765071072,3234184.1432773257,6828137.0,75.04753444657273,1.0990923944052782e-05,-1062.3021125122905,3.6395064324905286e-05,-949356.2752151489,1.8197395095448022e-05
590.0,5393325.155767142,2601004.0738228825,3281650.4217716283,6828060.333549184,5393388.457894512,2601031.0821210113,3281684.4977632524,6828136.999999999,76.79700972448613,1.1247139552777887e-05,-1080.6229320913553,3.702274584714959e-05,-965729.0435714722,1.851123063049912e-05
600.0,5346131.311076097,2638325.758217346,3328738.6684095217,6828058.576513982,5346195.690648861,2638353.7334051644,3328773.9643123224,6828137.0,78.5693405679428,1.1506702423800636e-05,-1098.9342505410314,3.765010185538879e-05,-982093.3148040771,1.8824903291483324e-05
610.0,5298268.088133538,2675317.0841823486,3375410.106442495,6828056.7968732,5298333.5454301415,2675346.0458883285,3375446.6470214506,6828137.0,80.36573898316202,1.1769790058864082e-05,-1117.249648436904,3.8277597627735574e-05,-998461.2253112793,1.913864571059673e-05
620.0,5249741.479866294,2711973.4199710563,3421658.8920604307,6828054.994628739,5249808.014885764,2712003.3878958356,3421696.7021715585,6828137.000000001,82.1863117244746,1.2036418092442286e-05,-1135.563730891794,3.890504833233881e-05,-1014827.9538192749,1.945236547298249e-05
630.0,5200557.562206868,2748290.175752522,3467479.234337892,6828053.169720441,5200625.174723229,2748321.1696934686,3467518.338959248,6828137.0,84.0312332141868,1.230661206917594e-05,-1153.8722135834396,3.953230718592237e-05,-1031189.6714935303,1.9765989186999786e-05
640.0,5150722.492289167,2784262.8036192576,3512865.395243675,6828051.320639865,5150791.182949425,2784294.8440621262,3512905.820221848,6828137.000000001,85.90212829813406,1.2580609952338983e-05,-1172.1956236809492,4.016007746077699e-05,-1047564.722694397,2.007986847993734e-05
650.0,5100242.511040833,2819886.799948183,3557811.692619598,6828049.448860988,5100312.2790995855,2819919.9068671623,3557853.4631557395,6828137.0,87.79765256525248,1.2858214849123923e-05,-1190.5035422965884,4.078731698880119e-05,-1063925.9229888916,2.0393482276746346e-05
660.0,5049123.937653523,2855157.703419501,3602312.497680917,6828047.552567986,5049194.783456077,2855191.897622335,3602355.640027886,6828137.000000001,89.71974893485134,1.313971130556568e-05,-1208.82185363397,4.141491257728302e-05,-1080296.404121399,2.0707273969968474e-05
670.0,4997373.17290665,2890071.0977983265,3646362.238525937,6828045.632109102,4997445.0962570505,2890106.4000482834,3646406.778880452,6828137.0,91.66820803931527,1.342506865918409e-05,-1227.1394885927439,4.204248499265558e-05,-1096666.2739486694,2.1021053945605528e-05
680.0,4944996.695974031,2924622.611176463,3689955.3991793054,6828043.686805997,4945069.696895093,2924659.042625481,3690001.3642284586,6828137.0,93.64385028925241,1.3714407061435999e-05,-1245.4629827924073,4.267025814889701e-05,-1113041.3730316162,2.1334934156353555e-05
690.0,4892001.064560885,2958807.917043244,3733086.52094308,6828041.71622212,4892075.143105964,2958845.49914157,3733133.9377503498,6828137.0,95.64726115971008,1.4007812256800074e-05,-1263.794786579907,4.329831599626373e-05,-1129423.8910598755,2.1648956574492597e-05
700.0,4838392.914609073,2992622.7351640454,3775750.203505172,6828039.720917664,4838468.070147528,2992661.48923304,3775799.0989714134,6828137.0,97.6780397179899,1.4305225527547251e-05,-1282.1203595548868,4.392616037250978e-05,-1145800.8337097168,2.1962872122991094e-05
710.0,4784178.958197428,3026062.8313629106,3817941.104665032,6828037.7006945405,4784255.189968976,3026102.7789211464,3817991.505939953,6828137.0,99.73654754425695,1.4606699828116653e-05,-1300.4381839931011,4.4553739279553914e-05,-1162170.8445129395,2.22766548008751e-05
720.0,4729365.982331218,3059124.017774733,3859653.940651929,6828035.6540185055,4729443.290370446,3059165.181142041,3859705.8758961344,6828136.999999999,101.82448294996037,1.491248388102939e-05,-1318.7696423344314,4.518178529174173e-05,-1178553.0321502686,2.2590670886034154e-05
730.0,4673960.850465338,3091802.154870987,3900883.488680661,6828033.581406066,4674039.234153148,3091844.5562710147,3900936.985933424,6828137.0,103.94150899512827,1.5222528340472412e-05,-1337.101103913039,4.580983141484047e-05,-1194935.2152862549,2.2904686884910834e-05
740.0,4617970.499634779,3124093.150723258,3941624.586022464,6828031.482574595,4618049.958260096,3124136.812640804,3941679.673652526,6828137.0,106.0880915410521,1.5536901433151107e-05,-1355.4326569139957,4.6437880670120016e-05,-1211317.4726028442,2.3218704305691784e-05
750.0,4561401.940191357,3155992.9618922765,3981872.131126604,6828029.357299058,4561482.47290756,3156037.907053897,3981928.837807751,6828137.0,108.26464620892418,1.5855664027966073e-05,-1373.7634617425501,4.706590429259474e-05,-1227699.0536956787,2.3532708764520345e-05
760.0,4504262.255680067,3187497.5944704027,4021621.084935747,6828027.206558163,4504343.86070734,3187543.845288768,4021679.438945723,6828136.999999999,110.47039945557943,1.617870283733022e-05,-1392.072156291455,4.7693170404526467e-05,-1244060.8679656982,2.3846334330098882e-05
770.0,4446558.5991070885,3218603.102586082,4060866.468998999,6828025.028242819,4446641.27577998,3218650.682599975,4060926.5000363537,6828137.0,112.70765461299919,1.6506355190734925e-05,-1410.3902369216084,4.832075808884967e-05,-1260431.062423706,2.4160120528303733e-05
780.0,4388298.195609097,3249305.5913702417,4099603.369214573,6828022.822499311,4388381.942859024,3249354.5242120717,4099665.1070959936,6828137.000000001,114.97647969087788,1.6838631048392537e-05,-1428.7106906659901,4.894842707739318e-05,-1276803.3697662354,2.447394722657735e-05
790.0,4329488.340090605,3279601.2164624324,4137826.9352067127,6828020.589579717,4329573.156386433,3279651.5258072563,4137890.4098027,6828137.0,117.27684575522782,1.7175526172838628e-05,-1447.0247552320361,4.957587716911461e-05,-1293169.9593734741,2.47876643264938e-05
800.0,4270136.395070411,3309486.18353648,4175532.379727237,6828018.327866027,4270222.279599276,3309537.894006707,4175597.6221035244,6828136.999999999,119.61058771309598,1.7517309291406426e-05,-1465.3557023331523,5.020390566592685e-05,-1309551.6281738281,2.5101670466512474e-05
810.0,4210249.793244494,3338956.7514332584,4212714.98260803,6828016.039388544,4210336.743607807,3339009.886845533,4212782.02281376,6828137.0,121.97592755188876,1.786372000911651e-05,-1483.6644807495177,5.083117465120466e-05,-1325913.477470398,2.5415296703484874e-05
820.0,4149836.031574774,3368009.2287949487,4249370.086514649,6828013.721893779,4149924.0464650346,3368063.814241296,4249438.9562080605,6828137.000000001,124.37534535076786,1.8215121540585353e-05,-1501.9853497743607,5.145885786748896e-05,-1342286.1234207153,2.572912989224037e-05
830.0,4088902.674975015,3396639.9781196355,4285493.102061824,6828011.376249886,4088991.7522279276,3396696.038456031,4285563.832603369,6828136.999999999,126.80823242378156,1.857142474203162e-05,-1520.2992522157729,5.20863024047298e-05,-1358652.5352096558,2.6042843583710575e-05
840.0,4027457.352629888,3424845.414075565,4321079.505686703,6828009.002046835,4027547.490010339,3424902.9745517173,4321152.128933581,6828137.0,129.27525577795817,1.8932727298523474e-05,-1538.609049141407,5.271360628470462e-05,-1375015.2695770264,2.635648678584502e-05
850.0,3965507.757522169,3452622.004292963,4356124.840647795,6828006.5983275995,3965598.9530277974,3452681.090839129,4356199.389315846,6828137.0,131.77763123088388,1.929920726998944e-05,-1556.927015837282,5.334119006557574e-05,-1391385.2963562012,2.6670269769958332e-05
860.0,3903061.646064088,3479966.2703026403,4390624.718209249,6828004.164583574,3903153.897634262,3480026.909320032,4390701.225608494,6828137.0,134.31613741129422,1.967097868881281e-05,-1575.2578185908496,5.396921361696026e-05,-1407766.785484314,2.6984272465994124e-05
870.0,3840126.838084197,3506874.788873546,4424574.819328323,6828001.702492881,3840220.1423509833,3506937.0061226473,4424653.317960439,6828137.000000001,136.88939889702743,2.004784012052298e-05,-1593.5687961317599,5.459655794547454e-05,-1424130.5488510132,2.7297935392132955e-05
880.0,3776711.212884678,3533344.189805509,4457970.891870716,6827999.21074452,3776805.5668875673,3533408.011930344,4458051.415352063,6828137.0,139.49900547325902,2.0430024393660966e-05,-1611.8784655444324,5.5223857456784e-05,-1440493.134262085,2.761157573905204e-05
890.0,3712822.7101919497,3559371.158016812,4490808.75324419,6827996.688345248,3712918.111155393,3559436.612403499,4490891.33612747,6828137.0,142.1462386889957,2.0817719194707973e-05,-1630.1999723054469,5.585156252226611e-05,-1456866.2892303467,2.7925418684735347e-05
900.0,3648469.3300715056,3584952.4348723004,4523084.29207444,6827994.136346325,3648565.774273476,3585019.548594472,4523168.968518054,6828137.0,144.8303694001322,2.121081773844494e-05,-1648.511566579342,5.6478927980397275e-05,-1473230.5766906738,2.823909165677482e-05
910.0,3583659.129588255,3610084.816370968,4554793.465918209,6827991.553571568,3583756.613566936,3610153.61735565,4554880.271157318,6828137.0,147.5528757067221,2.160953649681049e-05,-1666.8296512588859,5.710651580345486e-05,-1489600.6551132202,2.8552875630795567e-05
920.0,3518400.223369061,3634765.155019503,4585932.303627279,6827988.939460843,3518498.7435581624,3634835.6717404965,4586021.273586881,6828137.0,150.31463439045444,2.201400387696592e-05,-1685.1601568311453,5.77345291732416e-05,-1505981.8242034912,2.8866872192300833e-05
930.0,3452700.7834042725,3658990.3611345473,4616496.906991437,6827986.295743241,3452800.3349508233,3659062.6213975763,4616588.076753608,6828137.0,153.11427617298534,2.242401934422015e-05,-1703.469936721027,5.836183246956201e-05,-1522344.462211609,2.9180513547407516e-05
940.0,3386569.03489278,3682757.3999835146,4646483.447131032,6827983.620344342,3386669.613606849,3682831.4329574807,4646576.8534977855,6828137.0,155.95418656835366,2.2839932263859625e-05,-1721.790949035436,5.898952059502697e-05,-1538717.1285705566,2.949434712735852e-05
950.0,3320013.2586421026,3706063.295720908,4675888.169463504,6827980.914060746,3320114.859516492,3706139.130412629,4675983.849032319,6828137.0,158.83393224928247,2.326167917387751e-05,-1740.1061260066926,5.961700879837289e-05,-1555084.5704803467,2.9808080564330584e-05
960.0,3253041.788013534,3728905.1296562287,4704707.391517899,6827978.176615827,3253144.4057616238,3728982.7954898826,4704805.381412851,6828137.000000001,161.7541450868482,2.3689352613582328e-05,-1758.4168193638325,6.02443433905923e-05,-1571447.9957809448,3.0121737010370666e-05
970.0,3185663.008392355,3751280.041143713,4732937.504057475,6827975.407647307,3185766.637472378,3751359.5680159302,4733037.84199876,6828137.0,164.71554903002848,2.4123058607351972e-05,-1776.725913412869,6.0871623189621896e-05,-1587809.9819641113,3.0435365871204673e-05
980.0,3117885.356052696,3773185.227830027,4760574.971392366,6827972.6065099295,3117989.990777279,3773266.646275403,4760677.695904993,6828137.0,167.71915314147185,2.4562944935268852e-05,-1795.0411980338395,6.14991150811072e-05,-1604177.490371704,3.0749100582816e-05
990.0,3049717.3176132687,3794617.9466194296,4787616.332597003,6827969.773388434,3049822.951746988,3794701.2873616638,4787721.482444653,6828137.0,170.76516033310682,2.5009041314359513e-05,-1813.3563382439315,6.212660202499506e-05,-1620544.8595809937,3.1062832626254614e-05
1000.0,2981167.428377757,3815575.513318312,4814058.201061896,6827966.90802365,2981274.055331785,3815660.8075202378,4814165.815562295,6828137.0,173.85421738805405,2.546144246784358e-05,-1831.6726575419307,6.275412936509388e-05,-1636913.2722473145,3.137658467082489e-05
1010.0,2912244.271601102,3836055.303375704,4839897.265427833,6827964.010444557,2912351.8842929453,3836142.582484838,4840007.384257888,6828137.0,176.98669743703985,2.5920203041772573e-05,-1849.9866220019758,6.338157602712775e-05,-1653279.5701522827,3.1690296179351034e-05
1020.0,2842956.477160348,3856054.75188967,4865130.289593979,6827961.080390227,2843065.068128117,3856144.047805937,4865242.953001372,6828137.0,180.16326570175437,2.6385420459746835e-05,-1868.2997245714068,6.400899316030729e-05,-1669645.0873336792,3.200399272285756e-05
1030.0,2773312.7201494044,3875571.3534492734,4889754.112518463,6827958.11647306,2773422.28199086,3875662.6991718546,4889869.362137761,6828137.000000001,183.3856943311805,2.685735425800339e-05,-1886.632789120078,6.463709420205666e-05,-1686028.432975769,3.2318031004815324e-05
1040.0,2703321.7214448974,3894602.664728453,4913765.651490967,6827955.1202038685,2703432.245604454,3894696.092722311,4913883.52828276,6828137.0,186.6529344143436,2.7335850820559634e-05,-1904.957146756351,6.526489694011909e-05,-1702403.986946106,3.263191993490906e-05
1050.0,2632992.244492512,3913146.301898887,4937161.898868646,6827952.090873434,2633103.7221701355,3913241.845354419,4937282.444708822,6828137.000000001,189.96611299715642,2.7821075206481122e-05,-1923.2821609787643,6.58927221731898e-05,-1718780.1168365479,3.294581990432066e-05
1060.0,2562333.0954305227,3931199.942595004,4959939.924555422,6827949.028500167,2562445.5172698884,3931297.6350210584,4960063.181721609,6828137.0,193.32565554334303,2.8313089726135113e-05,-1941.604825295508,6.65204668971784e-05,-1735154.1357803345,3.325967941080879e-05
