time_s,x_num_m,y_num_m,z_num_m,r_num_m,x_ana_m,y_ana_m,z_ana_m,r_ana_m,r_error_norm_m,r_error_rel,energy_error_Jkg,energy_error_rel,h_error_m2s,h_error_rel
22790.0,6291321.193745816,1632911.696362123,2060221.823954354,6818477.611233266,6369964.205047419,1527444.0599701328,1927154.7838317377,6828136.999999999,187122.9080569536,0.027404679791420944,-41823.75303997472,0.0014329051634840101,-37337145.76243591,0.000715683680524891
22800.0,6261446.792968466,1676627.6584810342,2115377.6412671683,6818476.28224457,6342049.959529933,1571621.3824084525,1982892.6929997827,6828137.0,187284.40936655307,0.0274283321155614,-41842.140445742756,0.001433535126286318,-37353543.45111847,0.0007159979937362732
22810.0,6230785.091550429,1720132.7888345052,2170267.4550935104,6818474.939086359,6313341.648700838,1615601.9277745772,2038382.3312910295,6828137.0,187445.91732778394,0.027451985413852114,-41860.525824222714,0.0014341650196326029,-37369939.32707977,0.0007163122722011584
22820.0,6199339.945081612,1763421.617178951,2224884.3637036337,6818473.581856238,6283842.867024682,1659380.1894222978,2093616.7510470573,6828137.0,187607.43225980276,0.027475639733034466,-41878.901152614504,0.001434794568657248,-37386326.2355957,0.0007166263787767849
22830.0,6167115.306672213,1806488.7001852484,2279221.4993254044,6818472.209569738,6253557.307938057,1702950.6860325797,2148589.0365643883,6828137.0,187768.9545279802,0.027499295126618025,-41897.27699555457,0.0014354241353106045,-37402713.59806061,0.0007169404940537695
22840.0,6134115.228092091,1849328.6225786824,2333272.0295825475,6818470.821953579,6222488.76338709,1746307.9622999604,2203292.304960503,6828137.0,187930.4844819561,0.02752295164580853,-41915.65175633505,0.0014360536648885688,-37419099.99053192,0.0007172545907377798
22850.0,6100343.857423846,1891935.997273721,2387029.157664643,6818469.417408142,6190641.123352748,1789446.5896154754,2257719.7070354796,6828137.000000001,188092.0225272436,0.027546609349994526,-41934.04660921171,0.001436683882832982,-37435504.295806885,0.0007175690307769392
22860.0,6065805.442226842,1934305.4671772032,2440486.124602278,6818467.997114648,6158018.375363708,1832361.166746465,2311864.4281296977,6828137.0,188253.56897413995,0.02757026828461994,-41952.43507745117,0.0014373138820361548,-37451902.902282715,0.0007178833615807124
22870.0,6030504.325164256,1976431.7047115795,2493636.2086654385,6818466.560773123,6124624.603997172,1875046.3205127355,2365719.6889769393,6828137.000000001,188415.1241964171,0.027593928504424717,-41970.81611927226,0.0014379436268060822,-37468294.88080597,0.000718197565338955
22880.0,5994444.944043716,2018309.4126230972,2546472.7263832595,6818465.107226703,6090463.990367369,1917496.7064594221,2419278.746553333,6828137.000000001,188576.6886068449,0.027617590069860178,-41989.20342278108,0.001438573586104932,-37484692.43820953,0.0007185118760339628
22890.0,5957631.83307489,2059933.325243411,2598989.0341357086,6818463.636514704,6055540.811602138,1959707.009526043,2472534.894921487,6828137.0,188738.26258323,0.027641253036257182,-42007.590200059116,0.0014392035273748211,-37501089.5210495,0.0007188261776324686
22900.0,5920069.620440524,2101298.208537737,2651178.528214373,6818462.14776702,6019859.440307321,2001671.9447120854,2525481.466070255,6828137.0,188899.84654458682,0.027664917464981564,-42025.985292352736,0.001439833753521793,-37517494.0137558,0.0007191406212643383
22910.0,5881763.029765059,2142398.861472444,2703034.646547941,6818460.641551583,5983424.344019367,2043386.257738615,2578111.8307494707,6828137.000000001,189061.4408627101,0.02768858341048372,-42044.37292001024,0.0014404637239261583,-37533891.84422302,0.0007194549371934689
22920.0,5842716.877212165,2183230.115866736,2754550.8685150803,6818459.117229092,5946240.0846458925,2084844.7257062376,2630419.3993001003,6828137.000000001,189223.04596393547,0.027712250935201715,-42062.7580453828,0.001441093608600842,-37550287.43770599,0.0007197692102437696
22930.0,5802936.0725683775,2223786.837639204,2805720.716517148,6818457.5748967,5908311.317894532,2126042.1577490014,2682397.6224792507,6828136.999999999,189384.66225506656,0.027735920098713104,-42081.13304420933,0.001441723146334397,-37566673.9949646,0.0007200833100864462
22940.0,5762425.616436092,2264063.9266219595,2856537.7557437457,6818456.012821322,5869642.792690059,2166973.3956842865,2734039.9922801335,6828137.0,189546.29021751008,0.027759590971521232,-42099.521714601666,0.0014423531524634405,-37583072.738723755,0.0007203976435216855
22950.0,5721190.603398222,2304056.3186550727,2906995.596815178,6818454.431896521,5830239.350579693,2207633.314658733,2785340.042747021,6828137.0,189707.93024319483,0.02778326361102521,-42117.902854949236,0.00144298290060894,-37599464.76161957,0.0007207118481304675
22960.0,5679236.2173556285,2343758.9846727275,2957087.894629535,6818452.830908382,5790105.925127012,2248016.823789803,2836291.3507846957,6828137.0,189869.58281068056,0.027806938087311453,-42136.29144274071,0.0014436129039080317,-37615863.4203186,0.0007210261799352624
22970.0,5636567.73412049,2383166.9326173267,3006808.3507776503,6818451.210381657,5749247.54129414,2288118.8668032945,2886887.5369627923,6828137.0,190031.2483401015,0.027830614461909816,-42154.67268423736,0.0014442426555189554,-37632255.521865845,0.0007213403860516461
22980.0,5593190.517933695,2422275.2069215183,3056150.7128895726,6818449.569210403,5707669.314812687,2327934.422666316,2937122.2663144134,6828137.0,190192.92732077028,0.027854292806481516,-42173.05979097262,0.0014448726080762333,-37648652.848083496,0.0007216546923152498
22990.0,5549110.023072192,2461078.890071847,3105108.7766074203,6818447.907396666,5665376.451543126,2367458.5062160557,2986989.2491294406,6828137.0,190354.62020742672,0.02787797318762449,-42191.447018612176,0.0014455025647757598,-37665050.276153564,0.0007219690005311749
23000.0,5504331.791983437,2499573.102741223,3153676.385752506,6818446.22463505,5622374.246823089,2406686.1687838524,3036482.2417419134,6828137.0,190516.32747601406,0.02790165567504197,-42209.83393866196,0.0014461325109370888,-37681447.42389679,0.0007222833033737556
23010.0,5458861.454704834,2537753.0044378834,3201847.43314417,6818444.520440685,5578668.084804254,2445612.498814903,3085595.0473119053,6828136.999999999,190678.04961224896,0.027925340339868543,-42228.22324521467,0.0014467625388613424,-37697846.693740845,0.0007225976468930645
23020.0,5412704.728875746,2575613.7944538067,3249615.861796319,6818442.795053196,5534263.437778317,2484232.6224831194,3134321.5166012826,6828137.0,190839.7870852633,0.02794902725080989,-42246.60525589064,0.0014473923168247793,-37714239.45110321,0.0007229118655802051
23030.0,5365867.416973096,2613150.7115016086,3296975.6644593235,6818441.04686635,5489165.865491735,2522541.704301451,3182655.548743738,6828137.0,191001.54043914535,0.02797271648754929,-42265.001985155046,0.0014480225990552858,-37730645.32796478,0.0007232263357437584
23040.0,5318355.409358962,2650359.0361128245,3343920.886645904,6818439.277188686,5443381.014449648,2560534.9477272797,3230591.09200861,6828137.0,191163.31011759906,0.027996408115068438,-42283.385513707995,0.001448652429022037,-37747039.42632294,0.0007235405801352955
23050.0,5270174.67958793,2687234.089346719,3390445.6250020275,6818437.485260991,5396914.617208946,2598207.595762943,3278122.144558552,6828136.999999999,191325.0966468767,0.02802010221043847,-42301.763430289924,0.0014492820667195234,-37763428.51360321,0.0007238547284737846
23060.0,5221331.285226137,2723771.234104822,3436544.0289655025,6818435.670213263,5349772.491660414,2635554.9315514253,3325242.755201112,6828137.0,191486.90056518422,0.02804379885248117,-42320.14527237043,0.0014499118389067855,-37779821.09505463,0.0007241689437890392
23070.0,5171831.367668846,2759965.876016632,3482210.301883396,6818433.831821095,5301960.540300415,2672572.2789668404,3371947.0241337325,6828137.000000001,191648.72239380467,0.028067498117539915,-42338.52955530211,0.001450541694718974,-37796215.84664154,0.0007244832007017575
23080.0,5121681.151168408,2795813.4639375927,3527438.701640343,6818431.970269893,5253484.74949173,2709255.00320001,3418229.1036825674,6828137.0,191810.56264537203,0.028091200080691416,-42356.90781839937,0.0014511713442882691,-37812605.22316742,0.0007247973545845471
23090.0,5070886.940376068,2831309.489606197,3572223.540225916,6818430.083923634,5204351.188714164,2745598.5113386773,3464083.1990345307,6828137.0,191972.42190746413,0.02811490482798809,-42375.302882142365,0.0014518015694570808,-37829009.57544708,0.0007251117955246991
23100.0,5019455.122878983,2866449.490023111,3616559.186736354,6818428.173752139,5154566.009804472,2781598.2529426604,3509503.5689629586,6828137.0,192134.30067720506,0.028138612432235185,-42393.69293195754,0.001452431622845922,-37845409.44950867,0.0007254261506257349
23110.0,4967392.165733744,2901229.0465833307,3660440.0662795794,6818426.239811989,5104135.446186242,2817249.7206135057,3554484.5265463316,6828137.0,192296.19949291853,0.028162322972271725,-42412.0718688108,0.0014530612954984747,-37861799.40636444,0.0007257403156323699
23120.0,4914704.614635445,2935643.7855761307,3703860.660606004,6818424.281173432,5053065.812089313,2852548.450558924,3599020.4398804195,6828136.999999999,192458.11893572894,0.028186036533205026,-42430.45056083426,0.0014536909597630213,-37878189.13787079,0.0007260544763194751
23130.0,4861399.094196746,2969689.379358499,3746815.509589052,6818422.297410793,5001363.501759251,2887490.023151648,3643105.732783382,6828137.0,192620.0595738291,0.028209753198248526,-42448.8312866427,0.0014543206937061785,-37894580.67594147,0.0007263686716350605
23140.0,4807482.307120745,3003361.546930021,3789299.2119504535,6818420.28864056,4949034.9886567835,2922070.0634827707,3686734.885493904,6828137.0,192782.02196414315,0.028233473048965355,-42467.20708165318,0.0014549502587174407,-37910967.80961609,0.0007266827825265606
23150.0,4752961.031732725,3036656.0534555665,3831306.42465798,6818418.253215599,4896086.824647181,2956284.241909582,3729902.435362402,6828137.000000001,192944.00673157125,0.0282571961768739,-42485.60127509013,0.0014555804540690807,-37927371.34334564,0.0007269972077766286
23160.0,4697842.124932676,3069568.7131975684,3872831.8666251954,6818416.193147858,4842525.639180041,2990128.2745975866,3772602.9775348734,6828136.999999999,193106.01437605484,0.02828092265519202,-42503.97450843826,0.0014562099313163584,-37943756.17792511,0.0007273112745987483
23170.0,4642132.515896361,3102095.386594881,3913870.315025696,6818414.106338428,4788358.138459114,3023597.9240569514,3814831.1656297273,6828137.0,193268.04555289363,0.028304652579890184,-42522.35797022283,0.0014568397589955877,-37960150.12652588,0.0007276255161197148
23180.0,4585839.209920232,3134231.983792858,3954416.609747183,6818411.99333953,4733591.104602772,3056688.9996729805,3856581.7124070777,6828137.0,193430.10082726227,0.028328386033739845,-42540.73744517937,0.0014574694500838596,-37976540.51219177,0.0007279396893458426
23190.0,4528969.285035075,3165974.463545331,3994465.652005949,6818409.853746516,4678231.394794713,3089397.358230892,3897849.390430845,6828137.000000001,193592.1808053875,0.028352123105524606,-42559.115183480084,0.0014580990816733318,-37992929.34148407,0.0007282538327391815
23200.0,4471529.891425888,3197318.8338926723,4034012.405202414,6818407.686608874,4622285.940425531,3121718.9044344923,3938629.0327231614,6828137.000000001,193754.28611925046,0.028375863887799915,-42577.50285194442,0.0014587290534757616,-38009327.01849365,0.0007285681457268145
23210.0,4413528.251744282,3228261.1535199312,4073051.89663472,6818405.49226507,4565761.746224723,3153649.5914190146,3978915.5334114158,6828137.0,193916.41736009627,0.028399608467155283,-42595.890070952475,0.0014593590098795682,-38025724.28681183,0.0007288824508805928
23220.0,4354971.658738823,3258797.531228651,4111579.2168322327,6818403.270139357,4508665.889383798,3185185.421257732,4018703.8483674317,6828137.0,194078.57515808957,0.028423356935880106,-42614.28219541162,0.0014599891343468718,-38042125.92172241,0.0007291968397338309
23230.0,4295867.47591922,3288924.127585162,4149589.521635244,6818401.021187988,4451005.518670036,3216322.4454625933,4057988.9958391213,6828137.0,194240.76009351623,0.028447109378958894,-42632.658371102065,0.0014606187124004424,-38058513.32587433,0.0007295109558098778
23240.0,4236223.134141231,3318637.1535397954,4187078.030452849,6818398.744000602,4392787.853531472,3247056.76547857,4096766.057074191,6828137.000000001,194402.97283809233,0.028470865894766363,-42651.0383874923,0.0014612484220385353,-38074904.14689636,0.0007298251373809736
23250.0,4176046.1331016463,3347932.8727163635,4224040.029151523,6818396.438597748,4334020.183193031,3277384.5331717487,4135030.176935962,6828137.000000001,194565.21401888222,0.028494626575137873,-42669.417557902634,0.0014618781026928837,-38091294.20524597,0.0007301393043330567
23260.0,4115344.038636222,3376807.6005182,4260470.868927257,6818394.103616624,4274709.86574374,3307301.951311213,4172776.5645113536,6828137.0,194727.48431676862,0.028518391519790628,-42687.81497371197,0.001462508408444803,-38107700.52596283,0.0007304537830044908
23270.0,4054124.484449098,3405257.7067628205,4296365.969629613,6818391.74071633,4214864.327215603,3336805.2740444024,4210000.493710639,6828137.0,194889.78430995572,0.02854216081340426,-42706.19796907902,0.0014631382201443074,-38124093.97846222,0.000730768015016116
23280.0,3992395.1676822337,3433279.6133339205,4331720.816799359,6818389.348882892,4154491.06065365,3365890.8073661947,4246697.303859278,6828137.0,195052.1146786903,0.02856593455560284,-42724.5797794871,0.0014637679912464549,-38140486.36565399,0.0007310822266077744
23290.0,3930163.849639537,3460869.79595653,4366530.9639081005,6818386.927151161,4093597.6251779282,3394554.9095813413,4282862.400281363,6828137.0,195214.47610525432,0.028589712846308492,-42742.97286460176,0.0014643981486263534,-38156888.79865265,0.0007313966307588772
23300.0,3867438.3561215065,3488024.785827951,4400792.034416067,6818384.476921924,4032191.6450368855,3422793.991760508,4318491.254875006,6828137.000000001,195376.86919430827,0.028613495774075452,-42761.34917795658,0.0014650277313963825,-38173276.26628113,0.000731710748051652
23310.0,3804226.572947154,3514741.1669701287,4434499.718431564,6818381.9958903305,3970280.808652927,3450604.518189557,4353579.406679183,6828137.0,195539.29468711256,0.028637283447463423,-42779.74427815527,0.0014656579578141867,-38189680.47859192,0.000732025186308861
23320.0,3740536.448891934,3541015.580145263,4467649.777651292,6818379.4848972885,3907872.8676596186,3477983.006812314,4388122.462432374,6828137.0,195701.75321876057,0.028661075959483615,-42798.13984281197,0.001466288200144582,-38206085.09606171,0.0007323396323322148
23330.0,3676375.9924546974,3566844.721311301,4500238.043411654,6818376.944054436,3844975.635931287,3504926.0296664713,4422116.097122532,6828137.0,195864.24545445017,0.02868487340755614,-42816.530119754374,0.001466918261314929,-38222484.98901367,0.0007326539877953441
23340.0,3611753.271230797,3592225.3423681622,4532260.41763025,6818374.373398423,3781596.9886045367,3531430.2133128545,4455556.054528685,6828137.0,196026.77206697813,0.028708675890213996,-42834.91071076691,0.0014675479906399033,-38238876.23509979,0.0007329681775141284
23350.0,3546676.4106372483,3617154.251295375,4563712.872979556,6818371.772383362,3717744.861092292,3557492.2392577697,4488438.147753803,6828137.0,196189.33375511953,0.02873248350979477,-42853.287274740636,0.0014681775819962762,-38255263.88069153,0.0007332822982181278
23360.0,3481153.5931895715,3641628.312825609,4594591.453736692,6818369.140410338,3653427.2480902914,3583108.844368478,4520758.259748998,6828137.0,196351.93122498668,0.028756296369710607,-42871.66644606739,0.0014688072626820217,-38271653.84200287,0.0007335964633101677
23370.0,3415193.0577109726,3665644.449086966,4624892.276593741,6818366.477291739,3588652.202575959,3608276.821281817,4552512.343829076,6828137.0,196514.5651708795,0.0287801145716437,-42890.0478717722,0.0014694370206040199,-38288045.80414581,0.0007339106667544301
23380.0,3348803.098248426,3689199.6399704353,4654611.531121491,6818363.783199413,3523427.8348002858,3632993.0188057167,4583696.424179126,6828137.000000001,196677.23628119208,0.028803938216411307,-42908.42510306835,0.0014700666348232323,-38304434.016204834,0.0007342247983165547
23390.0,3281992.0625916705,3712290.923035153,4683745.479649751,6818361.057783857,3457762.311272205,3657254.3423138163,4614306.596352395,6828136.999999999,196839.9452659369,0.028827767407996783,-42926.800698406994,0.0014706961929936257,-38320820.75958252,0.0007345389017267879
23400.0,3214768.3509466867,3734915.393522896,4712290.457285751,6818358.299535828,3391663.8537362646,3681057.754132868,4644339.02775908,6828137.0,197002.69288149843,0.02885160225717475,-42945.19716722146,0.0014713264663009714,-38337226.10735321,0.0007348533617486526
23410.0,3147140.416880888,3757070.207020825,4740242.87527366,6818355.509991497,3325140.73814304,3704400.2739231293,4673789.958146258,6828137.0,197165.47977951495,0.0288754428593795,-42963.58486362919,0.001471956439060758,-38353623.62218475,0.0007351676716276339
23420.0,3079116.763606824,3778752.5768012074,4767599.217638099,6818352.688196008,3258201.293613101,3727278.9790514684,4702655.700068628,6828137.0,197328.30670526496,0.028899289323759167,-42981.97692589834,0.0014725865613973974,-38370025.02020264,0.0007354820559400792
23430.0,3010705.944914608,3799959.776498847,4794356.044562258,6818349.834951561,3190853.901393987,3749691.0049573495,4730932.63935027,6828137.0,197491.17434627685,0.02892314175100424,-43000.356434021145,0.001473216253621964,-38386415.212631226,0.0007357962254622071
23440.0,2941916.562632303,3820689.138690517,4820509.990595603,6818346.949622758,3123106.993810986,3771633.5455114404,4758617.235537095,6828137.0,197654.0834427678,0.02894700024952162,-43018.73119229451,0.001473845783114033,-38402801.15898895,0.0007361103135950493
23450.0,2872757.2657843414,3840938.055438659,4846057.76533989,6818344.030543243,3054969.05321121,3793103.8533670036,4785706.022340193,6828137.0,197817.03477766432,0.028970864933973106,-43037.12674917653,0.0014744760251780634,-38419205.642326355,0.0007364247570473346
23460.0,2803236.7510988894,3860703.980721804,4870996.156515419,6818341.078756667,2986448.6109016063,3814099.2403038647,4812195.608069808,6828137.0,197980.0290415638,0.028994735905498645,-43055.522250048816,0.001475106265323169,-38435610.06510162,0.0007367391993387565
23470.0,2733363.760170806,3879984.4285164983,4895322.027541236,6818338.094013528,2917554.246080858,3834617.077564971,4838082.676059974,6828137.000000001,198143.06697468754,0.02901861327250574,-43073.91908469051,0.00147573655116396,-38452015.6665802,0.0007370536642237297
23480.0,2663147.0792032667,3898776.974222226,4919032.319332803,6818335.076749672,2848294.5847650543,3854654.7961855778,4863363.985083842,6828137.0,198306.14929573896,0.029042497140250548,-43092.30696293712,0.001476366530153648,-38468413.27026367,0.0007373679758058373
23490.0,2592595.5370085924,3917079.253681561,4942124.049065764,6818332.025832531,2778678.2987078354,3874209.8873148467,4888036.369759438,6828137.000000001,198469.27678369978,0.02906638762281714,-43110.70256092027,0.0014769967736258261,-38484817.747161865,0.000737682419134695
23500.0,2521718.005084492,3934888.96517466,4964594.312692453,6818328.941539772,2708714.104314457,3893279.9025300187,4912096.740946046,6828136.999999999,198632.450170303,0.0290902848273699,-43129.09844293818,0.0014776270268291938,-38501222.466285706,0.0007379968671065681
23510.0,2450523.395833993,3952203.8687774064,4986440.284131978,6818325.823919172,2638410.7615506183,3911862.4541429267,4935542.08613094,6828136.999999999,198795.67020032599,0.029114188862983566,-43147.49118729308,0.0014782571725344728,-38517624.37615204,0.0007383112612301967
23520.0,2379020.661723174,3969021.7870775256,5007659.216173762,6818322.673541629,2567777.072845478,3929955.2154989946,4958369.469806618,6828137.0,198958.9376017326,0.029138099836270512,-43165.86847789213,0.0014788867887854354,-38534012.49369812,0.0007386253909806838
23530.0,2307218.7933771354,3985340.6041627033,5028248.4392009005,6818319.489289636,2496821.8819897156,3947555.9212685013,4980576.033838287,6828136.999999999,199122.25316599518,0.029162017863144107,-43184.247026242316,0.0014795164481276554,-38550401.72142029,0.0007389395420111828
23540.0,2235126.8192545963,4001158.267144823,5048205.363113129,6818316.270536054,2425554.0730280504,3964662.3677302655,5002158.997821789,6828137.000000001,199285.61767051945,0.02918594305745761,-43202.63520575315,0.001480146437438824,-38566799.526275635,0.0007392538574493814
23550.0,2162753.804634888,4016472.786695648,5067527.478002921,6818313.017605163,2353982.5691470816,3981272.413047514,5023115.659431658,6828137.000000001,199449.03186186426,0.029209875528546692,-43221.025146540254,0.0014807764870923027,-38583198.8901062,0.000739568202770237
23560.0,2090108.8501592244,4031282.2367934287,5086212.353835562,6818309.730901761,2282116.331557893,3997383.9775360976,5043443.39475952,6828137.0,199612.49648803446,0.029233815385958786,-43239.40767236054,0.001481406282704872,-38599591.62976074,0.0007398824211179515
23570.0,2017201.090267324,4045584.754127601,5104257.639698209,6818306.409499569,2209964.3583741183,4012995.043924863,5063139.658642606,6828137.0,199776.01234482418,0.02925776274624018,-43257.79650602117,0.0014820362944275786,-38615989.98257446,0.0007401967470594935
23580.0,1944039.6928407084,4059378.53982671,5121661.065979984,6818303.053672596,2137535.683485386,4028103.6576082096,5082201.984982397,6828136.999999999,199939.58018991706,0.029281717720355798,-43276.18486150354,0.0014826662897676306,-38632387.89691162,0.0007405110645962549
23590.0,1870633.8574030225,4072661.858427308,5138420.443070882,6818299.6627692925,2064839.375426061,4042707.9268908594,5100627.987053449,6828137.0,200103.20081627026,0.029305680424436455,-43294.5818958655,0.0014832965824509497,-38648793.53852844,0.0007408255302506037
23600.0,1796992.8146692116,4085433.039569365,5154533.663501084,6818296.237693378,1991884.5362399898,4056806.0232246653,5118415.357802167,6828137.0,200266.8749648375,0.02932965096699693,-43312.97017200291,0.0014839265750725991,-38665191.357666016,0.000741139845962566
23610.0,1723125.8244644909,4097690.476232108,5169998.6997149605,6818292.777594266,1918680.3003406804,4070396.181437596,5135561.870135713,6828136.999999999,200430.60343922293,0.029353629465727324,-43331.362410027534,0.0014845567034307194,-38681592.697380066,0.0007414542291574351
23620.0,1649042.175501284,4109432.627031695,5184813.606970123,6818289.283369925,1845235.8333677999,4083476.6999547156,5152065.377200816,6828137.0,200594.38698650646,0.029377616030039595,-43349.74142454192,0.0014851863787439855,-38697982.23246002,0.0007417683860794116
23630.0,1574751.1831184756,4120658.013809853,5198976.520294948,6818285.753331739,1771560.3310393945,4096045.941011257,5167923.812652601,6828137.0,200758.2264434575,0.029401610782481005,-43368.13445771113,0.001485816534344204,-38714384.25605774,0.0007420827823830594
23640.0,1500262.1895395475,4131365.22535276,5212485.659180728,6818282.189069385,1697663.0180007098,4108102.3308576564,5183135.190913277,6828137.0,200922.1225374702,0.029425613829580484,-43386.51261334866,0.001486446180231869,-38730772.99977875,0.0007423969241361559
23650.0,1425584.5612927026,4141552.914027727,5225339.32333818,6818278.589579042,1623553.1466690453,4119644.3599566193,5197697.607420777,6828137.000000001,201086.076087469,0.029449625291271833,-43404.891545470804,0.0014870758527223307,-38747162.42301941,0.0007427110789143811
23660.0,1350727.688897953,4151219.7981497054,5237535.895683231,6818274.954904359,1549239.99607536,4130670.583172113,5211609.238867202,6828137.0,201250.0878776174,0.029473645282398025,-43423.26902257651,0.0014877054753631158,-38763550.53570557,0.0007430252085717124
23670.0,1275700.98518719,4160364.660711727,5249073.840735181,6818271.283778385,1474732.8707025521,4141179.6199503,5224868.343427105,6828137.0,201414.15873952152,0.029497673924750122,-43441.66535987705,0.001488335744164721,-38779955.45378876,0.0007433396603572665
23680.0,1200513.884834124,4168986.3517497615,5259951.70760055,6818267.577254889,1400041.0993203095,4151170.154492412,5237473.260975603,6828137.0,201578.28942621677,0.029521711328612296,-43460.06114983186,0.0014889659942139556,-38796359.87046051,0.0007436541025316952
23690.0,1125175.8426617894,4177083.787099001,5270168.128403767,6818263.836417439,1325174.0338172799,4160640.935919473,5249422.413296207,6828137.0,201742.4806918569,0.0295457576044325,-43478.436554122716,0.001489595545838945,-38812746.094841,0.000743968195993717
23700.0,1049696.3319160177,4184655.9463912095,5279721.815760526,6818260.058895002,1250141.0480299634,4169590.778428939,5260714.304278451,6828137.000000001,201906.73341043608,0.029569812880209646,-43496.831050720066,0.0014902257515770297,-38829149.3311615,0.0007442826155430063
23710.0,974084.8443830232,4191701.87796951,5288611.568978672,6818256.246678095,1174951.5365692382,4178018.5614431486,5271347.520105188,6828137.0,202071.04830850527,0.0295938772623492,-43515.20940186456,0.0014908554041628724,-38845538.15613556,0.0007445967588535727
23720.0,898350.8878329503,4198220.693791214,5296836.267627144,6818252.397608737,1099614.9136439057,4185923.2297496456,5281320.729429637,6828136.999999999,202235.4262562444,0.02961795087829146,-43533.60758447647,0.001491485736185877,-38861944.65192413,0.0007449112408808062
23730.0,822503.9860256899,4204211.574467574,5304394.877894696,6818248.513405092,1024140.6118821607,4193303.7936332803,5290632.683542051,6828136.999999999,202399.8679913387,0.029642033836072522,-43551.99518238008,0.001492115705570857,-38878341.6949234,0.0007452255417156399
23740.0,746553.6766722908,4209673.765874058,5311286.448312948,6818244.593975341,948538.0811503751,4200159.329000144,5299282.2165260855,6828137.0,202564.37431638065,0.029666126253234323,-43570.37289827317,0.0014927453363926314,-38894729.91158295,0.0007455396733659479
23750.0,670509.5104705193,4214606.580056202,5317510.110899363,6818240.638742622,872816.7873701064,4206488.977493255,5307268.245404756,6828137.0,202728.9460503995,0.029690228249726024,-43588.7498315759,0.0014933749404024226,-38911117.4161911,0.0007458537913675543
23760.0,594381.0500044475,4219009.39583394,5323065.081919799,6818236.647483959,796986.2113327343,4212291.94660005,5314589.770276052,6828137.0,202893.58400040568,0.029714339943736585,-43607.12908994034,0.001494004624070128,-38927506.97983551,0.0007461679488370582
23770.0,518177.86852766015,4222881.658937938,5327950.662060325,6818232.620421171,721055.8475124784,4217567.509751595,5321245.874438128,6828137.0,203058.28896057853,0.029738461451575816,-43625.50623097271,0.0014946342351968526,-38943894.64089966,0.0007464820698376352
23780.0,441909.5486369239,4226222.881132862,5332166.2353212815,6818228.556691816,645035.2028777001,4222315.00641356,5327235.7245040685,6828137.000000001,203223.06176338298,0.02976259289516056,-43643.89548106119,0.0014952642611866102,-38960293.08552551,0.0007467963975390452
23790.0,365585.6812677504,4229032.641867961,5335711.271099666,6818224.456914918,568933.7957004012,4226533.842168933,5332558.57050625,6828137.0,203387.90319063235,0.02978673438898961,-43662.28573691845,0.0014958943216345684,-38976692.41233063,0.0007471107421501917
23800.0,289215.864327708,4231310.587187642,5338585.322814694,6818220.321344678,492761.1543646684,4230223.488792428,5337213.745990225,6828136.999999999,203552.8140363985,0.029810886049357024,-43680.67223053053,0.0014965242531859032,-38993088.36932373,0.000747425022168306
23810.0,212809.70151546705,4233056.429918354,5340788.028143451,6818216.150100599,416526.8161734648,4233383.484316639,5341200.668098187,6828137.0,203717.7951011926,0.029835047993499925,-43699.052582494915,0.001497153974320954,-39009478.834602356,0.0007477391969204618
23820.0,136376.8010976268,4234269.94890117,5342319.108052896,6818211.941873928,340240.3261546921,4236013.4330898635,5344518.837641923,6828136.999999999,203882.84723358596,0.029859220345694,-43717.44898177311,0.0014977842452459484,-39025883.59474182,0.0007480536456785282
23830.0,59926.774820540784,4234950.991887348,5343178.370452905,6818207.698545402,263911.23586589843,4238113.00582566,5347167.839165338,6828136.999999999,204047.9711752082,0.029883403214552993,-43735.82900098339,0.0014984139549806576,-39042273.732925415,0.0007483678141608803
23840.0,-16530.76346120233,4235099.471857631,5343365.705552426,6818203.419225858,187549.10219855554,4239681.93964406,5349147.340996459,6828136.999999999,204213.1677613522,0.029907596722407916,-43754.20779161155,0.0014990436226234565,-39058662.76018524,0.0007486819613488889
23850.0,-92986.19887853932,4234715.368954105,5342881.088297121,6818199.103349873,111163.48618128116,4240720.038104493,5350457.095288967,6828137.0,204378.4378146824,0.029931800989740305,-43772.595029670745,0.0014996735796799657,-39075059.3048172,0.0007489962526309477
23860.0,-169429.91681735957,4233798.731445728,5341724.579587155,6818194.75222509,34763.95178293074,4241227.171230375,5351096.938053226,6828136.999999999,204543.7820976313,0.02995601612821057,-43790.96835150942,0.0015003030599589791,-39091443.42424011,0.0007493103057448455
23870.0,-245852.30405119224,4232349.672686005,5339896.322439107,6818190.364142916,-41639.93528504249,4241203.27552539,5351066.789176824,6828137.0,204709.20147237624,0.029980242264087003,-43809.35719400644,0.0015009330719844252,-39107841.36820984,0.0007496246238496081
23880.0,-322243.7500271016,4230368.3743087305,5337396.546017821,6818185.939546236,-118038.60876620318,4240648.353981431,5350366.652434589,6828136.999999999,204874.696729286,0.030004479513121372,-43827.75417338312,0.001501563362783918,-39124246.552223206,0.0007499390807325493
23890.0,-398594.6480652803,4227855.084861125,5334225.563911801,6818181.478865353,-194422.50305681766,4239562.476078234,5348996.615488134,6828137.0,205040.2686574952,0.03002872799088466,-43846.15219704062,0.0015021936893610554,-39140652.651405334,0.0007502535551575744
