time_s,a_m,e_,i_deg,Omega_deg,omega_deg,nu_deg
490.0,6828137.000000005,6.782742831785287e-16,51.60000000000001,180.0,0.0,211.4147972366199
500.0,6828137.000000005,6.887408154500913e-16,51.60000000000001,180.0,0.0,212.05591554757135
510.0,6828137.000000002,3.740836146799792e-16,51.60000000000001,180.0,0.0,212.69703385852276
520.0,6828137.000000002,3.8907704919392417e-16,51.60000000000001,180.0,0.0,213.33815216947417
530.0,6828137.0,2.3145911368790613e-16,51.60000000000001,180.0,0.0,213.9792704804256
540.0,6828137.000000002,4.3325922128760407e-16,51.599999999999994,180.0,0.0,214.62038879137702
550.0,6828137.000000004,5.130951636723456e-16,51.60000000000001,180.0,0.0,215.26150710232847
560.0,6828137.000000004,5.168746445725581e-16,51.60000000000001,180.0,0.0,215.90262541327988
570.0,6828137.000000004,5.189510752769775e-16,51.600000000000016,180.0,0.0,216.54374372423132
580.0,6828137.000000004,5.115475573553163e-16,51.60000000000001,180.0,0.0,217.18486203518276
590.0,6828137.000000004,5.151960613304663e-16,51.60000000000001,180.0,0.0,142.1740196538658
600.0,6828137.000000004,5.11383555097074e-16,51.600000000000016,180.0,0.0,141.53290134291439
610.0,6828137.000000002,2.5539191808533267e-16,51.60000000000001,180.0,0.0,140.89178303196297
620.0,6828137.000000002,2.5934195491188067e-16,51.599999999999994,180.0,0.0,219.74933527898844
630.0,6828137.000000004,5.163227331517242e-16,51.60000000000001,180.0,0.0,220.39045358993988
640.0,6828137.000000002,3.8771149719285333e-16,51.599999999999994,180.0,0.0,138.9684280991087
650.0,6828137.000000002,3.8618020660556624e-16,51.60000000000001,180.0,0.0,138.32730978815727
660.0,6828137.000000002,4.069520384666296e-16,51.599999999999994,180.0,0.0,137.68619147720585
670.0,6828137.000000002,4.232786974627529e-16,51.599999999999994,180.0,0.0,137.0450731662544
680.0,6828137.0,2.1089604237479592e-16,51.599999999999994,180.0,0.0,136.40395485530297
690.0,6828137.000000002,4.129783492825532e-16,51.60000000000001,180.0,0.0,135.7628365443516
700.0,6828137.000000002,3.912259052144659e-16,51.60000000000001,180.0,0.0,135.12171823340012
710.0,6828137.0,1.4088518393443185e-16,51.60000000000001,180.0,0.0,134.4805999224487
720.0,6828137.000000002,3.8594925495710685e-16,51.60000000000001,180.0,0.0,226.1605183885027
730.0,6828137.000000004,5.141480931462702e-16,51.60000000000001,180.0,0.0,226.80163669945418
740.0,6828137.000000002,3.829641855175762e-16,51.60000000000001,180.0,0.0,132.55724498959444
750.0,6828137.000000004,5.188387774692069e-16,51.60000000000001,180.0,0.0,228.08387332135703
760.0,6828137.000000002,3.905377969461546e-16,51.60000000000001,180.0,0.0,228.72499163230842
770.0,6828137.0,1.2763052856860727e-16,51.60000000000001,180.0,0.0,130.63389005674014
780.0,6828137.000000002,3.8290778805689137e-16,51.599999999999994,180.0,0.0,230.00722825421127
790.0,6828137.000000002,3.902208540599823e-16,51.60000000000001,180.0,0.0,230.6483465651627
800.0,6828137.0,1.4549041942299651e-16,51.599999999999994,180.0,0.0,231.2894648761141
810.0,6828137.000000002,2.766160123026106e-16,51.599999999999994,180.0,0.0,231.93058318706554
820.0,6828137.000000004,5.44977420318446e-16,51.60000000000001,180.0,0.0,232.57170149801698
830.0,6828137.000000004,5.145418933658091e-16,51.60000000000001,180.0,0.0,233.21281980896842
840.0,6828137.000000004,3.9623896357349227e-16,51.600000000000016,180.0,0.0,233.85393811991983
850.0,6828137.000000004,5.43623603906542e-16,51.600000000000016,180.0,0.0,234.49505643087127
860.0,6828137.000000004,5.233286034689666e-16,51.600000000000016,180.0,0.0,235.13617474182266
870.0,6828137.000000004,6.808492223095409e-16,51.60000000000001,180.0,0.0,235.7772930527741
880.0,6828137.000000004,6.566191802447889e-16,51.60000000000001,180.0,0.0,236.41841136372554
890.0,6828137.000000004,6.662190665596399e-16,51.60000000000001,180.0,0.0,237.05952967467698
900.0,6828137.000000004,6.576619337810031e-16,51.60000000000001,180.0,0.0,237.70064798562842
910.0,6828137.000000004,6.5294030744206e-16,51.600000000000016,180.0,0.0,238.34176629657986
920.0,6828137.000000005,7.721551355319088e-16,51.60000000000001,180.0,0.0,238.98288460753125
930.0,6828137.000000005,9.009178907985894e-16,51.600000000000016,180.0,0.0,239.62400291848266
940.0,6828137.000000004,6.46189631072186e-16,51.600000000000016,180.0,0.0,240.2651212294341
950.0,6828137.000000004,6.448487306126081e-16,51.600000000000016,180.0,0.0,240.90623954038554
960.0,6828137.000000004,6.423182256751911e-16,51.60000000000001,180.0,0.0,241.54735785133698
970.0,6828137.000000004,6.570623668514363e-16,51.60000000000001,180.0,0.0,242.18847616228842
980.0,6828137.000000002,4.1082611695246015e-16,51.60000000000001,180.0,0.0,242.8295944732398
990.0,6828137.000000004,6.42433947880505e-16,51.60000000000001,180.0,0.0,243.47071278419125
1000.0,6828137.000000002,4.0277758516322607e-16,51.60000000000001,180.0,0.0,244.11183109514266
1010.0,6828137.000000002,4.0007970931075323e-16,51.60000000000001,180.0,0.0,244.75294940609405
1020.0,6828137.000000002,4.2657017916691783e-16,51.60000000000001,180.0,0.0,245.3940677170455
1030.0,6828137.000000004,6.468023795793572e-16,51.60000000000001,180.0,0.0,246.03518602799693
1040.0,6828137.000000002,4.013277654607745e-16,51.60000000000001,180.0,0.0,246.67630433894837
1050.0,6828137.000000004,6.472606460996689e-16,51.60000000000001,180.0,0.0,247.3174226498998
1060.0,6828137.000000004,6.596771325457383e-16,51.60000000000001,180.0,0.0,247.95854096085125
1070.0,6828137.000000002,4.034923591231074e-16,51.60000000000001,180.0,0.0,248.59965927180266
1080.0,6828137.000000002,3.8693197699270135e-16,51.60000000000001,180.0,0.0,249.2407775827541
1090.0,6828137.000000002,3.85760463313378e-16,51.60000000000001,180.0,0.0,249.8818958937055
1100.0,6828137.0,2.5640489386865586e-16,51.60000000000001,180.0,0.0,250.52301420465693
1110.0,6828137.000000004,6.394180144541389e-16,51.60000000000001,180.0,0.0,251.16413251560837
1120.0,6828137.0,2.5615979622929234e-16,51.60000000000001,180.0,0.0,108.1947491734402
1130.0,6828137.000000002,3.839456309317851e-16,51.60000000000001,180.0,0.0,107.55363086248877
1140.0,6828137.000000002,3.8918877051413846e-16,51.60000000000001,180.0,0.0,106.91251255153735
