time_s,x_num_m,y_num_m,z_num_m,x_ana_m,y_ana_m,z_ana_m,error_m,rel_error
30860.0,-6825769.345054386,111681.85076699135,-140907.42739017154,-6825769.345054407,111681.8507671292,-140907.427390345,2.225094871889043e-07,3.258714451524688e-14
30870.0,-6827353.873311819,64233.94684719489,-81043.07136026057,-6827353.873311819,64233.946847309155,-81043.07136040447,1.837499699934141e-07,2.6910703460316348e-14
30880.0,-6828083.573096534,16778.00042547204,-21168.568218276894,-6828083.573096503,16778.0004255925,-21168.568218428743,1.9639667456477144e-07,2.87628491585291e-14
30890.0,-6827958.353045361,-30680.046709462884,38708.585364153085,-6827958.353045369,-30680.046709335358,38708.58536399226,2.053871668466317e-07,3.007953221305192e-14
30900.0,-6826978.228836759,-78134.25250587039,98580.8923835477,-6826978.228836772,-78134.2525057361,98580.89238337844,2.1645807545039823e-07,3.1700898129372364e-14
30910.0,-6825143.323188524,-125578.67539297257,158440.85644324805,-6825143.323188542,-125578.6753928618,158440.85644310844,1.7918707494761735e-07,2.624245455936478e-14
30920.0,-6822453.865842601,-173007.3750248742,218280.98269201256,-6822453.865842636,-173007.375024757,218280.98269186463,1.918546799443595e-07,2.8097661184062283e-14
30930.0,-6818910.193536336,-220414.41302433368,278093.77876242204,-6818910.193536348,-220414.4130242091,278093.7787622644,2.0128633535195602e-07,2.9478953827662806e-14
30940.0,-6814512.74996019,-267793.8537262827,337871.75570896803,-6814512.749960173,-267793.8537261506,337871.75570880086,2.1374363507986815e-07,3.13033606501844e-14
30950.0,-6809262.085702211,-315139.76492101006,397607.4289457182,-6809262.085702234,-315139.7649208723,397607.4289455443,2.2310194596740508e-07,3.267391178112054e-14
30960.0,-6803158.858179328,-362446.21859691886,457293.3191834432,-6803158.858179353,-362446.2185968047,457293.31918329897,1.85650768091e-07,2.718908072450802e-14
30970.0,-6796203.831554717,-409707.29168274265,516921.95336605795,-6796203.83155475,-409707.29168262234,516921.9533659058,1.9669612322053906e-07,2.8806704262163905e-14
30980.0,-6788397.876642292,-456917.0667891564,576485.865606304,-6788397.876642341,-456917.0667890306,576485.8656061447,2.087277455901939e-07,3.0568769430108666e-14
30990.0,-6779741.970797693,-504069.63294967473,635977.5981205293,-6779741.970797721,-504069.6329495405,635977.5981203594,2.1837134432907653e-07,3.198110177477056e-14
31000.0,-6770237.197795795,-551159.0863607336,695389.7021624399,-6770237.197795788,-551159.0863606205,695389.7021622964,1.829302597314705e-07,2.679065457114737e-14
31010.0,-6759884.747695029,-598179.5311208861,754714.7389557321,-6759884.747695063,-598179.5311207689,754714.7389555837,1.922541853574972e-07,2.8156169883160983e-14
31020.0,-6748685.916688619,-645125.0799690239,813945.2806254966,-6748685.916688659,-645125.0799689005,813945.2806253404,2.0307384096234988e-07,2.974073908627637e-14
31030.0,-6736642.106941964,-691989.8550214772,873073.9111282068,-6736642.106942012,-691989.8550213478,873073.911128043,2.143195957237206e-07,3.138771171751835e-14
31040.0,-6723754.826417245,-738767.9885079749,932093.2271802699,-6723754.826417309,-738767.9885078405,932093.2271800998,2.260658760327026e-07,3.310798773262789e-14
31050.0,-6710025.688684643,-785453.6235063312,990995.8391849702,-6710025.6886846805,-785453.6235062174,990995.839184826,1.874975285316536e-07,2.7459544020814698e-14
31060.0,-6695456.412720189,-832040.914675756,1049774.3721576768,-6695456.412720198,-832040.9146756319,1049774.3721575195,2.0060775271266456e-07,2.9379573478485354e-14
31070.0,-6680048.822690554,-878524.0289887309,1108421.4666492413,-6680048.822690604,-878524.0289886047,1108421.466649081,2.100338897285976e-07,3.076005793799943e-14
31080.0,-6663804.847724886,-924897.1464613685,1166929.7796674818,-6663804.847724943,-924897.1464612362,1166929.7796673141,2.2126216533939012e-07,3.2404470698140667e-14
31090.0,-6646726.521672948,-971154.4608820756,1225291.9855965273,-6646726.521673004,-971154.460881967,1225291.9855963897,1.8399562228138176e-07,2.6946679933542892e-14
31100.0,-6628815.982850641,-1017290.1805385461,1283500.7771140547,-6628815.982850714,-1017290.1805384329,1283500.7771139112,1.9660007784503478e-07,2.879263814493394e-14
31110.0,-6610075.473772285,-1063298.5289429254,1341548.8661062177,-6610075.4737723395,-1063298.5289428022,1341548.8661060617,2.0621448780068917e-07,3.0200695709633416e-14
31120.0,-6590507.34086973,-1109173.7455550458,1399428.9845801434,-6590507.340869756,-1109173.7455549112,1399428.9845799727,2.18900060723709e-07,3.205853378801699e-14
31130.0,-6570114.034198582,-1154910.086503685,1457133.8855739336,-6570114.034198637,-1154910.0865035795,1457133.8855737995,1.792464822236243e-07,2.625115492316928e-14
31140.0,-6548898.107131673,-1200501.8253057732,1514656.344064079,-6548898.107131736,-1200501.825305662,1514656.3440639377,1.9071047021040262e-07,2.7930088428278843e-14
31150.0,-6526862.216039045,-1245943.2535833335,1571989.1578700126,-6526862.216039117,-1245943.2535832173,1571989.1578698652,2.0123815315696676e-07,2.947189740876124e-14
31160.0,-6504009.11995552,-1291228.6817782351,1629125.1485559042,-6504009.1199556105,-1291228.6817781155,1629125.1485557521,2.1353870529531754e-07,3.127334810290384e-14
31170.0,-6480341.680235274,-1336352.439864568,1686057.1623294512,-6480341.680235347,-1336352.4398644378,1686057.162329286,2.2241189127450646e-07,3.257285131720504e-14
31180.0,-6455862.860193458,-1381308.8780585416,1742778.070937552,-6455862.860193489,-1381308.8780584272,1742778.0709374067,1.874078423802058e-07,2.744640922995625e-14
31190.0,-6430575.72473519,-1426092.3675258786,1799280.7725588107,-6430575.724735262,-1426092.3675257654,1799280.772558667,1.9642807997641086e-07,2.876744856999953e-14
31200.0,-6404483.4399720365,-1470697.3010866262,1855558.192692791,-6404483.439972118,-1470697.301086508,1855558.1926926407,2.0779192514988937e-07,3.043171587651059e-14
31210.0,-6377589.272825284,-1515118.0939171491,1911603.285045708,-6377589.272825374,-1515118.0939170262,1911603.285045552,2.1819448956579993e-07,3.195520089386021e-14
31220.0,-6349896.5906170625,-1559349.1842494172,1967409.0324127122,-6349896.590617153,-1559349.1842493194,1967409.032412588,1.821592915250794e-07,2.667774409404489e-14
31230.0,-6321408.860648754,-1603385.0340673812,2022968.447556495,-6321408.860648829,-1603385.0340672722,2022968.447556356,1.916908984775186e-07,2.8073674924436726e-14
31240.0,-6292129.649766751,-1647220.1298003395,2078274.5740821,-6292129.6497668,-1647220.1298002165,2078274.5740819443,2.0447899762740575e-07,2.994652825908527e-14
31250.0,-6262062.623915878,-1690848.9830132755,2133320.4873079145,-6262062.623915968,-1690848.9830131559,2133320.487307763,2.130419473826415e-07,3.1200596499841974e-14
31260.0,-6231211.547680621,-1734266.1310941023,2188099.295132754,-6231211.547680721,-1734266.1310939777,2188099.295132596,2.2442422429865663e-07,3.28675631872437e-14
31270.0,-6199580.283813465,-1777466.1379375395,2242604.1388986995,-6199580.283813556,-1777466.1379374375,2242604.1388985706,1.8761353994362027e-07,2.7476534220625667e-14
31280.0,-6167172.792751419,-1820443.5946257883,2296828.194249898,-6167172.792751527,-1820443.5946256842,2296828.1942497664,1.9967328489038808e-07,2.9242718019627913e-14
31290.0,-6133993.132120157,-1863193.12010577,2350764.671987023,-6133993.13212025,-1863193.1201056535,2350764.671986876,2.0947306023232522e-07,3.067792287007792e-14
31300.0,-6100045.456225867,-1905709.3618628343,2404406.818917285,-6100045.456225937,-1905709.3618627032,2404406.8189171194,2.2258329452844669e-07,3.259795380913515e-14
31310.0,-6065334.015535127,-1947986.9965909352,2457747.9186999793,-6065334.015535217,-1947986.996590836,2457747.918699854,1.8309077019512703e-07,2.681416178309355e-14
31320.0,-6029863.15614293,-1990020.730859206,2510781.2926874985,-6029863.156143027,-1990020.7308591022,2510781.2926873667,1.9419694819143474e-07,2.8440693001829745e-14
31330.0,-5993637.319228228,-2031805.301774643,2563500.3007614277,-5993637.319228338,-2031805.3017745356,2563500.3007612918,2.0515022335267135e-07,3.004483116736986e-14
31340.0,-5956661.040498031,-2073335.477641099,2615898.3421639907,-5956661.040498159,-2073335.4776409902,2615898.342163853,2.1702726176441957e-07,3.178425707691858e-14
31350.0,-5918938.949619516,-2114606.058614334,2667968.856324516,-5918938.949619606,-2114606.058614239,2667968.8563243956,1.7781677310262175e-07,2.6041769973657787e-14
31360.0,-5880475.76964026,-2155611.8773530303,2719705.3236808134,-5880475.769640329,-2155611.87735292,2719705.323680674,1.9056530357588044e-07,2.790882836356102e-14
31370.0,-5841276.316396902,-2196347.7996657835,2771101.2664954755,-5841276.316397011,-2196347.7996656788,2771101.2664953433,2.0084905753460023e-07,2.9414913253000084e-14
31380.0,-5801345.497912372,-2236808.725154008,2822150.24966702,-5801345.497912492,-2236808.7251538993,2822150.249666883,2.114845735740707e-07,3.0972514695307184e-14
31390.0,-5760688.313781098,-2276989.5878504403,2872845.881535483,-5760688.313781229,-2276989.587850329,2872845.881535342,2.220232780008122e-07,3.251593780277288e-14
31400.0,-5719309.854543164,-2316885.356853484,2923181.8146827603,-5719309.854543286,-2316885.3568533976,2923181.8146826504,1.8564415233782944e-07,2.718811182872128e-14
31410.0,-5677215.301046968,-2356491.0369571173,2973151.746727354,-5677215.301047079,-2356491.0369570176,2973151.7467272277,1.9528981657983245e-07,2.8600746672164375e-14
31420.0,-5634409.92380044,-2395801.6692762836,3022749.4211134217,-5634409.92380053,-2395801.669276167,3022749.4211132745,2.082458935392105e-07,3.0498200832703054e-14
31430.0,-5590899.082311152,-2434812.331867782,3071968.627894141,-5590899.082311281,-2434812.331867674,3071968.6278940043,2.1689870941798505e-07,3.176543022174058e-14
31440.0,-5546688.224415481,-2473518.1403466086,3120803.204509342,-5546688.224415593,-2473518.140346521,3120803.2045092317,1.7981581607068442e-07,2.633453547734681e-14
31450.0,-5501782.885596225,-2511914.2484973995,3169247.036556955,-5501782.885596349,-2511914.248497308,3169247.0365568404,1.9182080087660998e-07,2.8092699498649483e-14
31460.0,-5456188.688289672,-2549995.848881268,3217294.058558648,-5456188.688289814,-2549995.848881177,3217294.058558534,2.0322581085316112e-07,2.976299550714362e-14
31470.0,-5409911.341181649,-2587758.1734377346,3264938.2547192755,-5409911.34118178,-2587758.1734376303,3264938.2547191437,2.1328557830456398e-07,3.123627693828697e-14
31480.0,-5362956.63849266,-2625196.494081674,3312173.6596800345,-5362956.638492773,-2625196.494081553,3312173.6596798813,2.2591868216379122e-07,3.3086430773692915e-14
31490.0,-5315330.459252427,-2662306.1232953076,3358994.359265376,-5315330.459252549,-2662306.1232952196,3358994.3592652646,1.8712748169416174e-07,2.7405349613541988e-14
31500.0,-5267038.766563992,-2699082.4147151997,3405394.4912236105,-5267038.766564124,-2699082.4147151085,3405394.491223495,1.9787920128135876e-07,2.897996939448619e-14
31510.0,-5218087.60685683,-2735520.7637138916,3451368.2459607446,-5218087.606856975,-2735520.763713798,3451368.2459606263,2.0877886296582738e-07,3.057625571452761e-14
31520.0,-5168483.109129941,-2771616.6079764925,3496909.8672679607,-5168483.109130104,-2771616.6079764,3496909.867267844,2.2093260394556165e-07,3.2356205498741696e-14
31530.0,-5118231.484184471,-2807365.4280719208,3542013.653042342,-5118231.484184593,-2807365.428071837,3542013.6530422363,1.818900646339051e-07,2.6638315053418686e-14
31540.0,-5067339.023845989,-2842762.748018716,3586673.956000752,-5067339.023846095,-2842762.7480186145,3586673.9560006238,1.9487410247331677e-07,2.853986416401967e-14
31550.0,-5015812.100176723,-2877804.1358454684,3630885.184386916,-5015812.100176866,-2877804.1358453776,3630885.184386801,2.050485956258147e-07,3.002994749897588e-14
31560.0,-4963657.164677915,-2912485.2041458273,3674641.8026716723,-4963657.16467807,-2912485.2041457337,3674641.802671554,2.159890458290438e-07,3.1632207413097275e-14
31570.0,-4910880.747481812,-2946801.610627698,3717938.332245884,-4910880.7474819785,-2946801.6106276023,3717938.332245764,2.2657807349452886e-07,3.3183000501385495e-14
31580.0,-4857489.4565341715,-2980749.058656995,3760769.352106486,-4857489.456534322,-2980749.058656923,3760769.352106395,1.90310247785853e-07,2.787147472082839e-14
31590.0,-4803489.976766925,-3014323.2977956203,3803129.4995352426,-4803489.97676707,-3014323.297795534,3803129.4995351336,2.0033233502647028e-07,2.933923777839699e-14
31600.0,-4748889.069261094,-3047520.124333589,3845013.4707701234,-4748889.069261223,-3047520.1243334846,3845013.4707699916,2.121438552950304e-07,3.106906837033738e-14
31610.0,-4693693.570400267,-3080335.3818153697,3886416.021669382,-4693693.570400433,-3080335.3818152784,3886416.0216692663,2.2193682708671843e-07,3.2503276821586684e-14
31620.0,-4637910.391014815,-3112764.961560405,3927331.9683682877,-4637910.391014957,-3112764.9615603313,3927331.968368194,1.8496837728484043e-07,2.7089142658508527e-14
31630.0,-4581546.515516379,-3144804.8031774,3967756.1879279944,-4581546.5155165335,-3144804.803177325,3967756.1879278994,1.9633077312698372e-07,2.8753197706341235e-14
31640.0,-4524609.001023496,-3176450.8950727847,4007683.6189770647,-4524609.001023668,-3176450.8950727126,4007683.6189769735,2.079066835219267e-07,3.044852256507547e-14
31650.0,-4467104.976478016,-3207699.2749530035,4047109.262345197,-4467104.976478182,-3207699.2749529164,4047109.2623450872,2.171205363389291e-07,3.179791740249633e-14
31660.0,-4409041.641752433,-3238546.030320559,4086028.1816890817,-4409041.641752549,-3238546.030320473,4086028.1816889723,1.815183297131022e-07,2.658387342156465e-14
31670.0,-4350426.266748425,-3268987.298963895,4124435.5041104727,-4350426.266748576,-3268987.2989638224,4124435.504110381,1.9166982874968436e-07,2.8070589203128813e-14
31680.0,-4291266.190486776,-3299019.2694410775,4162326.42076645,-4291266.19048694,-3299019.2694410034,4162326.4207663564,2.027557905820876e-07,2.9694159707411787e-14
31690.0,-4231568.820188263,-3328638.1815568614,4199696.187471321,-4231568.820188439,-3328638.1815567864,4199696.187471226,2.136066035199157e-07,3.128329199017473e-14
31700.0,-4171341.6303463443,-3357840.3268335704,4236540.125290726,-4171341.630346538,-3357840.3268334987,4236540.125290635,2.2582796130794824e-07,3.3073144447445654e-14
31710.0,-4110592.1617913097,-3386622.0489754328,4272853.621127484,-4110592.1617914606,-3386622.0489753643,4272853.621127397,1.8738397668338946e-07,2.744291403107311e-14
31720.0,-4049328.0207460495,-3414979.744326314,4308632.128299107,-4049328.02074619,-3414979.744326226,4308632.128298995,2.0003120050526504e-07,2.929513577499471e-14
31730.0,-3987556.8778737173,-3442909.862320924,4343871.167107081,-3987556.8778738915,-3442909.8623208515,4343871.16710699,2.09613796209311e-07,3.069853405245252e-14
31740.0,-3925286.4673174582,-3470408.905929493,4378566.325397911,-3925286.4673176436,-3470408.9059294187,4378566.3253978165,2.2063157593558472e-07,3.231211909421043e-14
31750.0,-3862524.585731846,-3497473.432095455,4412713.259115335,-3862524.585732004,-3497473.432095398,4412713.259115262,1.83224550944575e-07,2.6833754352698985e-14
31760.0,-3799279.091306795,-3524100.052166631,4446307.692844345,-3799279.091306971,-3524100.052166578,4446307.692844277,1.9601851349081365e-07,2.870746639834755e-14
31770.0,-3735557.9027836774,-3550285.4323195163,4479345.420346505,-3735557.90278385,-3550285.4323194483,4479345.420346418,2.0486609435974847e-07,3.000321967174186e-14
31780.0,-3671368.998463776,-3576026.2939766366,4511822.30508652,-3671368.998463941,-3576026.2939765495,4511822.305086409,2.168847127278029e-07,3.1763380366826694e-14
31790.0,-3606720.4152093595,-3601319.414217055,4543734.280750169,-3606720.4152095555,-3601319.4142169845,4543734.28075008,2.2665127393193754e-07,3.319372091273762e-14
31800.0,-3541620.2474375498,-3626161.6261800267,4575077.351753594,-3541620.2474377165,-3626161.6261799713,4575077.351753524,1.893982477173981e-07,2.7737909728143725e-14
31810.0,-3476076.6461066664,-3650549.8194613406,4605847.59374335,-3476076.6461068452,-3650549.8194612856,4605847.5937432805,1.996812938042192e-07,2.924389094773863e-14
31820.0,-3410097.8176957695,-3674480.94050285,4636041.15408788,-3410097.817695965,-3674480.940502799,4636041.1540878145,2.1231346251166419e-07,3.109390782751784e-14
31830.0,-3343692.023177165,-3697951.9929748103,4665654.252359897,-3343692.0231773597,-3697951.9929747446,4665654.252359813,2.2186451458720114e-07,3.249268645125327e-14
31840.0,-3276867.576982018,-3720960.038150973,4694683.180809641,-3276867.576982165,-3720960.038150902,4694683.18080955,1.8724042910099777e-07,2.742189108112473e-14
31850.0,-3209632.845959341,-3743502.195276542,4723124.30482912,-3209632.8459595176,-3743502.1952764886,4723124.304829051,1.9688718717846198e-07,2.883468611986871e-14
31860.0,-3141996.2483285298,-3765575.6419289922,4750974.063407352,-3141996.248328718,-3765575.641928939,4750974.063407284,2.069590716671858e-07,3.030974212544151e-14
31870.0,-3073966.2526251827,-3787177.614371278,4778228.969576005,-3073966.252625384,-3787177.6143712252,4778228.969575938,2.184785298499885e-07,3.1996799397842855e-14
31880.0,-3005551.3766408768,-3808305.4078979627,4804885.610846099,-3005551.376641051,-3808305.407897929,4804885.610846056,1.8267697038041177e-07,2.6753559628404025e-14
31890.0,-2936760.1863566875,-3828956.3771738796,4830940.649635293,-2936760.186356862,-3828956.377173831,4830940.649635231,1.9135506257048163e-07,2.802449080480981e-14
31900.0,-2867601.294870624,-3849127.936565274,4856390.8236856805,-2867601.294870795,-3849127.936565204,4856390.823685592,2.051152077805678e-07,3.003970303767599e-14
31910.0,-2798083.3613192183,-3868817.5604635514,4881232.946472263,-2798083.3613194167,-3868817.5604635016,4881232.9464722,2.1411357150309637e-07,3.135753888697552e-14
31920.0,-2728215.089793453,-3888022.7836016365,4905463.907602087,-2728215.089793664,-3888022.7836015876,4905463.907602024,2.2534831118709555e-07,3.300289832894325e-14
31930.0,-2658005.2282488085,-3906741.2013624534,4929080.673203457,-2658005.228248987,-3906741.201362417,4929080.673203411,1.8787167972953402e-07,2.75143395232893e-14
31940.0,-2587462.567410038,-3924970.470080098,4952080.2863059165,-2587462.567410232,-3924970.470080068,4952080.286305877,2.0038049619618215e-07,2.9346291118087133e-14
31950.0,-2516595.9396705194,-3942708.3073332906,4974459.867210494,-2516595.939670716,-3942708.307333246,4974459.867210438,2.0938401660194086e-07,3.066488217824875e-14
31960.0,-2445414.217986338,-3959952.4922310812,4996216.613850175,-2445414.2179865334,-3959952.4922310156,4996216.6138500925,2.2233315013765177e-07,3.256131945472854e-14
31970.0,-2373926.3147653393,-3976700.8656909266,5017347.802140745,-2373926.3147655143,-3976700.865690892,5017347.802140702,1.837374582549368e-07,2.6908871080784816e-14
31980.0,-2302141.18075133,-3992951.3307091636,5037850.786322043,-2302141.1807515174,-3992951.3307091296,5037850.786322,1.9502092628609886e-07,2.856136692718656e-14
31990.0,-2230067.803903265,-4008701.852623374,5057722.999288986,-2230067.8039034647,-4008701.852623342,5057722.999288945,2.064439876544415e-07,3.023430661312764e-14
32000.0,-2157715.2082699607,-4023950.45936724,5076961.952913111,-2157715.2082701754,-4023950.4593672142,5076961.952913078,2.187765734866169e-07,3.204044873244589e-14
32010.0,-2085092.4528602313,-4038695.2417174694,5095565.238354122,-2085092.4528604504,-4038695.2417174294,5095565.238354071,2.2853783561084e-07,3.3470013213097514e-14
32020.0,-2012208.6305086056,-4052934.353532773,5113530.526361406,-2012208.6305087788,-4052934.3535327218,5113530.526361341,1.920444960445493e-07,2.8125460289468312e-14
32030.0,-1939072.8667368495,-4066666.0119850216,5130855.567565671,-1939072.8667370453,-4066666.0119849914,5130855.567565634,2.016078109955507e-07,2.95260348460423e-14
32040.0,-1865694.3186114677,-4079888.4977826104,5147538.192760777,-1865694.3186116756,-4079888.497782582,5147538.1927607395,2.1313009864837208e-07,3.121350650234055e-14
32050.0,-1792082.1735970792,-4092600.1553855315,5163576.313175071,-1792082.1735972993,-4092600.1553855054,5163576.3131750375,2.2408724789512066e-07,3.2818212038674776e-14
32060.0,-1718245.6484061393,-4104799.3932127594,5178967.920733062,-1718245.648406327,-4104799.3932127478,5178967.920733047,1.8861179179130178e-07,2.7622731030631312e-14
32070.0,-1644193.9878449533,-4116484.6838415395,5193711.088306843,-1644193.9878451466,-4116484.6838415135,5193711.088306811,1.9770653394079291e-07,2.8954681773490034e-14
32080.0,-1569936.4636561365,-4127654.5641985587,5207803.969957304,-1569936.4636563326,-4127654.564198512,5207803.969957245,2.101288496957811e-07,3.077396509410709e-14
32090.0,-1495482.3733577367,-4138307.635743141,5221244.801165254,-1495482.3733579535,-4138307.6357431174,5221244.801165223,2.2021754440571203e-07,3.2251483004179915e-14
32100.0,-1420841.0390791846,-4148442.564642501,5234031.899052543,-1420841.039079413,-4148442.564642479,5234031.899052514,2.3126225263924304e-07,3.38690118020835e-14
32110.0,-1346021.8063940227,-4158058.0819385457,5246163.662592513,-1346021.8063942154,-4158058.0819385326,5246163.662592495,1.9403273847246667e-07,2.8416644023467408e-14
32120.0,-1271034.0431498215,-4167152.9837068645,5257638.572810591,-1271034.0431500275,-4167152.983706859,5257638.572810584,2.0626548063368917e-07,3.020816375443099e-14
32130.0,-1195887.1382952677,-4175726.131207479,5268455.192974493,-1195887.1382954807,-4175726.1312074596,5268455.192974468,2.1540861502364582e-07,3.15472016779461e-14
32140.0,-1120590.5007045853,-4183776.4510273463,5278612.16877401,-1120590.5007048035,-4183776.451027306,5278612.168773958,2.2772753317258274e-07,3.3351342126349064e-14
32150.0,-1045153.5579994861,-4191302.935214767,5288108.228490597,-1045153.5579996747,-4191302.935214756,5288108.228490582,1.895104138657882e-07,2.7754336778214644e-14
32160.0,-969585.7553688167,-4198304.641405737,5296942.183156784,-969585.7553690166,-4198304.641405728,5296942.183156771,2.005262957954699e-07,2.936764388228735e-14
32170.0,-893896.5543858982,-4204780.692941734,5305112.926704786,-893896.5543861097,-4204780.692941727,5305112.926704777,2.117930035527636e-07,3.101768513911827e-14
32180.0,-818095.4318239102,-4210730.278979584,5312619.436105127,-818095.4318241343,-4210730.2789795855,5312619.436105129,2.2411497570803112e-07,3.2822272855396886e-14
32190.0,-742191.878469337,-4216152.654593003,5319460.771494743,-742191.8784695214,-4216152.654592994,5319460.771494732,1.8497482488210805e-07,2.709008692738708e-14
32200.0,-666195.3979336468,-4221047.140865786,5325636.0762945665,-666195.3979338387,-4221047.140865757,5325636.076294529,1.9755676683997486e-07,2.8932747957455286e-14
32210.0,-590115.5054633805,-4225413.124976826,5331144.577316782,-590115.5054635879,-4225413.124976821,5331144.577316776,2.0760674366060312e-07,3.040459552299597e-14
32220.0,-513961.72674880945,-4229250.060276988,5335985.5848618345,-513961.7267490282,-4229250.060276986,5335985.584861832,2.1877016189010735e-07,3.2039509735980304e-14
32230.0,-437743.59673121985,-4232557.466357353,5340158.492804516,-437743.5967314498,-4232557.466357356,5340158.492804518,2.3000298165458585e-07,3.3684588000297276e-14
32240.0,-361470.6584090972,-4235334.929109474,5343662.778669995,-361470.6584092905,-4235334.929109487,5343662.77867001,1.9431904672482525e-07,2.845857467781113e-14
32250.0,-285152.4616432807,-4237582.100777235,5346498.003699252,-285152.46164348425,-4237582.100777234,5346498.00369925,2.0357349473459786e-07,2.9813914796173226e-14
32260.0,-208798.56196125405,-4239298.7000003215,5348663.812903916,-208798.56196146715,-4239298.700000302,5348663.812903889,2.156914936984937e-07,3.158863006095128e-14
32270.0,-132418.51936073182,-4240484.5118494565,5350159.935110729,-132418.51936095758,-4240484.511849462,5350159.935110734,2.2587556317554631e-07,3.3080115875757374e-14
32280.0,-56021.89711269815,-4241139.38785346,5350986.182995681,-56021.89711288653,-4241139.387853469,5350986.182995689,1.8875439644253687e-07,2.7643615885641553e-14
32290.0,20381.739435990894,-4241263.246017636,5351142.453107211,20381.739435791438,-4241263.246017649,5351142.453107226,2.0043620945795366e-07,2.935445048304591e-14
32300.0,96782.82406024222,-4240856.070834144,5350628.725879296,96782.82406003181,-4240856.070834165,5350628.725879321,2.1298329929472948e-07,3.11920073212839e-14
32310.0,173171.79085448076,-4239917.913283954,5349445.065633911,173171.79085425887,-4239917.913283963,5349445.065633919,2.2220400794112266e-07,3.254240621433382e-14
32320.0,249539.07543036022,-4238448.89083039,5347591.620572887,249539.07543012698,-4238448.89083038,5347591.620572872,2.339380375187829e-07,3.4260888075148886e-14
32330.0,325875.1161142863,-4236449.1874044305,5345068.622759365,325875.1161140916,-4236449.187404444,5345068.622759379,1.9577306323031422e-07,2.867151951261584e-14
32340.0,402170.35514460364,-4233919.0533818295,5341876.388088926,402170.3551443983,-4233919.053381846,5341876.388088945,2.0696588190083843e-07,3.031073950344559e-14
32350.0,478415.23986828234,-4230858.805551562,5338015.316249789,478415.2398680669,-4230858.805551584,5338015.316249814,2.1794435257974777e-07,3.191856762389914e-14
32360.0,554600.2239369757,-4227268.827076274,5333485.890672892,554600.2239367507,-4227268.827076306,5333485.8906729305,2.3043344785756577e-07,3.3747630994745093e-14
32370.0,630715.7685022866,-4223149.567444309,5328288.678471392,630715.7685020968,-4223149.567444325,5328288.678471412,1.9161272379875057e-07,2.806222602135115e-14
32380.0,706752.343410083,-4218501.542413365,5322424.330369552,706752.343409879,-4218501.542413362,5322424.330369547,2.0403192547920884e-07,2.9881053276934664e-14
32390.0,782700.4283937346,-4213325.333945923,5315893.580621285,782700.4283935233,-4213325.333945946,5315893.580621312,2.1428165128771935e-07,3.1382154647412514e-14
32400.0,858550.5142661342,-4207621.59013653,5308697.246918409,858550.5142659128,-4207621.590136558,5308697.246918442,2.2554560546179677e-07,3.303179263418364e-14
32410.0,934293.104110279,-4201391.025130455,5300836.230288008,934293.1041100479,-4201391.025130488,5300836.230288047,2.3662745096114386e-07,3.465476028983365e-14
32420.0,1009918.7144683604,-4194634.419034374,5292311.514979755,1009918.7144681687,-4194634.419034413,5292311.514979801,2.0114954036009925e-07,2.945891981372068e-14
32430.0,1085417.876529159,-4187352.617818712,5283124.168342687,1085417.876528953,-4187352.6178187383,5283124.168342718,2.1001853211466462e-07,3.075780877194828e-14
32440.0,1160781.1373135818,-4179546.533211645,5273275.340691482,1160781.1373133596,-4179546.533211654,5273275.340691489,2.2242139683217436e-07,3.2574243433043944e-14
32450.0,1235999.0608582378,-4171217.1425849595,5262766.265162434,1235999.0608580115,-4171217.1425849944,5262766.265162475,2.3262799280239037e-07,3.406902831656576e-14
32460.0,1311062.2293969202,-4162365.488831823,5251598.257559254,1311062.2293967316,-4162365.4888318568,5251598.257559294,1.9569135119969022e-07,2.865955255433367e-14
32470.0,1385961.2445397181,-4152992.6802360085,5239772.716188059,1385961.2445395205,-4152992.680236048,5239772.716188106,2.0690523674063634e-07,3.030185784799519e-14
32480.0,1460686.7284497835,-4143099.8903332334,5227291.1216824325,1460686.7284495782,-4143099.8903332837,5227291.121682492,2.1966630385246927e-07,3.217075226411967e-14
32490.0,1535229.3250175011,-4132688.3577642404,5214155.036818055,1535229.32501728,-4132688.3577642785,5214155.036818101,2.2905281846743787e-07,3.354543391080728e-14
32500.0,1609579.701031908,-4121759.3861196353,5200366.1063169455,1609579.7010317163,-4121759.3861196497,5200366.10631696,1.9273947941936663e-07,2.8227242572808164e-14
32510.0,1683728.5473492746,-4110314.3437766805,5185926.056641533,1683728.5473490814,-4110314.343776721,5185926.0566415815,2.0330261980479348e-07,2.9774244395622625e-14
32520.0,1757666.5800587237,-4098354.663728113,5170836.695778691,1757666.5800585214,-4098354.6637281575,5170836.695778744,2.1390142488975126e-07,3.132646941468094e-14
32530.0,1831384.5416445606,-4085881.8434025208,5155099.9130131025,1831384.541644349,-4085881.8434025715,5155099.913013163,2.2590632419088186e-07,3.308462091356425e-14
32540.0,1904873.202145413,-4072897.444476964,5138717.678690848,1904873.202145195,-4072897.4444770254,5138717.678690922,2.3837491935834252e-07,3.4910681985194864e-14
32550.0,1978123.3603098884,-4059403.0926814536,5121692.043972719,1978123.3603097,-4059403.092681496,5121692.04397277,1.9951032195996514e-07,2.9218851636978744e-14
