time_s,x_num_m,y_num_m,z_num_m,x_ana_m,y_ana_m,z_ana_m,error_m,rel_error
21550.0,3578858.480584025,-3612027.8507173555,4557244.965147545,3578858.4805840165,-3612027.8507173727,4557244.965147573,3.387825880698645e-08,4.961566940878083e-15
21560.0,3643701.7104771947,-3586927.7079500565,4525576.46645974,3643701.7104772045,-3586927.7079500766,4525576.466459772,3.8719953048950815e-08,5.670646773629588e-15
21570.0,3708088.72555773,-3561378.458839197,4493341.336586464,3708088.7255577175,-3561378.458839208,4493341.336586483,2.4894376107721887e-08,3.6458518784438404e-15
21580.0,3772011.4641585653,-3535383.302314539,4460543.611572607,3772011.4641585452,-3535383.302314528,4460543.611572599,2.4415043609064686e-08,3.575652276611422e-15
21590.0,3835461.922742997,-3508945.493136283,4427187.397903543,3835461.9227429884,-3508945.493136296,4427187.397903564,2.644037747118322e-08,3.8722681561871446e-15
21600.0,3898432.1569069093,-3482068.341487677,4393276.871991128,3898432.1569069135,-3482068.3414876866,4393276.871991145,2.0647234541732225e-08,3.023845968780683e-15
21610.0,3960914.2823732854,-3454755.2125603883,4358816.27965057,3960914.282373283,-3454755.2125604046,4358816.279650595,3.0055902084531125e-08,4.401771974483102e-15
21620.0,4022900.4759794613,-3427009.5261332504,4323809.935568942,4022900.475979477,-3427009.5261332677,4323809.935568969,3.573476344896419e-08,5.233457303062928e-15
21630.0,4084382.976656652,-3398834.7561440943,4288262.222764963,4084382.9766566455,-3398834.756144104,4288262.22276498,2.0473215670306802e-08,2.9983604122627887e-15
21640.0,4145354.086401614,-3370234.430254728,4252177.592040145,4145354.086401598,-3370234.4302547155,4252177.592040135,2.2664840377192864e-08,3.3193300569676418e-15
21650.0,4205806.1712404955,-3341212.129409259,4215560.561421528,4205806.171240493,-3341212.12940927,4215560.561421548,2.2472680568720502e-08,3.2911877088465715e-15
21660.0,4265731.662184799,-3311771.487385858,4178415.715596154,4265731.66218479,-3311771.4873858746,4178415.7155961804,3.274562487704524e-08,4.7956894943738296e-15
21670.0,4325123.056178876,-3281916.1903416216,4140747.7053368175,4325123.056178881,-3281916.1903416347,4140747.7053368394,2.5897634330176434e-08,3.7927818862123646e-15
21680.0,4383972.917039456,-3251649.976351129,4102561.246919877,4383972.9170394605,-3251649.9763511526,4102561.246919912,4.249015718519834e-08,6.222803846085446e-15
21690.0,4442273.8763867235,-3220976.634938419,4063861.1215347517,4442273.8763867235,-3220976.634938426,4063861.1215347657,1.5618754393652474e-08,2.2874108111264426e-15
21700.0,4500018.6345668025,-3189900.0066024596,4024652.174685218,4500018.634566772,-3189900.0066024554,4024652.174685218,3.1018075502255724e-08,4.542684996252378e-15
21710.0,4557199.961565736,-3158423.9823363023,3984939.315582727,4557199.9615657395,-3158423.98233631,3984939.315582744,1.890951814525477e-08,2.7693524815414175e-15
21720.0,4613810.697914881,-3126552.5031400165,3944727.516531889,4613810.697914879,-3126552.503140031,3944727.516531913,2.8252250164966123e-08,4.137622043167283e-15
21730.0,4669843.755587112,-3094289.5595270973,3904021.812307705,4669843.755587122,-3094289.5595271084,3904021.812307725,2.511550962955095e-08,3.678237508935592e-15
21740.0,4725292.118884397,-3061639.191024909,3862827.2995252917,4725292.118884409,-3061639.1910249307,3862827.299525325,4.182924175689905e-08,6.126010909988925e-15
21750.0,4780148.84531622,-3028605.485668918,3821149.136001758,4780148.845316207,-3028605.485668934,3821149.1360017834,3.2811777722002594e-08,4.8053777658536426e-15
21760.0,4834407.066468747,-2995192.579490791,3778992.5401103455,4834407.06646872,-2995192.5794907855,3778992.540110345,2.7584290541000453e-08,4.0397974646672225e-15
21770.0,4888059.988864803,-2961404.6560005434,3736362.790127066,4888059.988864794,-2961404.656000559,3736362.7901270925,3.202246734305135e-08,4.689781025637205e-15
21780.0,4941100.894814625,-2927245.945662846,3693265.223569962,4941100.894814629,-2927245.9456628575,3693265.2235699827,2.385804142327886e-08,3.4940777291490867e-15
21790.0,4993523.14325674,-2892720.725367197,3649705.236530629,4993523.143256739,-2892720.7253672155,3649705.236530659,3.515665622088476e-08,5.148791862390101e-15
21800.0,5045320.170589575,-2857833.317892503,3605688.2829986885,5045320.170589591,-2857833.31789252,3605688.2829987174,3.756879540445275e-08,5.502056476671857e-15
21810.0,5096485.491493288,-2822588.0913658496,3561219.874178924,5096485.49149328,-2822588.0913658626,3561219.874178947,2.7584290541000453e-08,4.0397974646672225e-15
21820.0,5147012.69974168,-2786989.458715532,3516305.5778011773,5147012.699741656,-2786989.458715525,3516305.577801174,2.541162753411057e-08,3.721604814623751e-15
21830.0,5196895.469004305,-2751041.8771185353,3470951.017423242,5196895.469004302,-2751041.877118549,3470951.0174232647,2.6660887912473896e-08,3.904562534769571e-15
21840.0,5246127.553638751,-2714749.847442566,3425161.871726885,5246127.553638758,-2714749.847442575,3425161.8717269017,2.0367026076306625e-08,2.982808645507058e-15
21850.0,5294702.789472382,-2678117.913682381,3378943.8738066675,5294702.789472386,-2678117.9136823965,3378943.873806693,3.0228555886293724e-08,4.427057612683185e-15
21860.0,5342615.094574269,-2641150.662390918,3332302.8104522126,5342615.094574276,-2641150.662390944,3332302.810452251,4.721585016776352e-08,6.914894965898242e-15
21870.0,5389858.470016699,-2603852.7221050407,3285244.5214236737,5389858.4700166965,-2603852.7221050514,3285244.5214236937,2.287909108500601e-08,3.3507076798555757e-15
21880.0,5436427.000626185,-2566228.7627659664,3237774.898720499,5436427.00062615,-2566228.76276597,3237774.89872051,3.716257159175123e-08,5.442563848931448e-15
21890.0,5482314.855724096,-2528283.495134568,3189899.885843723,5482314.855724098,-2528283.495134579,3189899.885843743,2.3006683824650244e-08,3.3693939979016598e-15
21900.0,5527516.289856887,-2490021.670201647,3141625.4770519193,5527516.2898568865,-2490021.6702016653,3141625.4770519477,3.3727509830578824e-08,4.939489326382705e-15
21910.0,5572025.643515205,-2451448.078592954,3092957.7166105206,5572025.643515215,-2451448.0785929672,3092957.7166105425,2.7458226285512687e-08,4.021334997454311e-15
21920.0,5615837.343842632,-2412567.549969439,3043902.698035124,5615837.343842646,-2412567.549969462,3043902.698035159,4.423782229423523e-08,6.478754350452434e-15
21930.0,5658945.905333462,-2373384.95242255,2994466.5633285493,5658945.905333465,-2373384.9524225583,2994466.563328565,1.8130915550451526e-08,2.6553239266364348e-15
21940.0,5701345.930519422,-2333905.191864677,2944655.5022117677,5701345.93051939,-2333905.191864679,2944655.502211776,3.2838201545670596e-08,4.8092476096584755e-15
21950.0,5743032.110645478,-2294133.211414904,2894475.7513489174,5743032.110645484,-2294133.2114149122,2894475.7513489337,1.9452160759088976e-08,2.8488240290270944e-15
21960.0,5783999.226334731,-2254073.990780185,2843933.5935665374,5783999.226334734,-2254073.9907802003,2843933.593566562,2.9207024314565063e-08,4.277451421165841e-15
21970.0,5824242.148241641,-2213732.5456317365,2793035.3570667743,5824242.148241642,-2213732.545631759,2793035.357066808,4.0305936724659804e-08,5.902918574226001e-15
21980.0,5863755.837694395,-2173113.926977104,2741787.414635126,5863755.837694415,-2173113.9269771236,2741787.4146351563,4.100199859343472e-08,6.00485880606009e-15
21990.0,5902535.347325806,-2132223.2205277486,2690196.182842536,5902535.3473258,-2132223.2205277667,2690196.1828425643,3.417458968592579e-08,5.004965437267265e-15
22000.0,5940575.821692641,-2091065.546062246,2638268.1212419467,5940575.821692613,-2091065.5460622464,2638268.121241953,2.8693956328563198e-08,4.202311161677511e-15
22010.0,5977872.497883576,-2049646.0567852608,2586009.7315595318,5977872.497883574,-2049646.0567852792,2586009.7315595606,3.428307694888122e-08,5.0208537041481774e-15
22020.0,6014420.706115747,-2007969.9386824102,2533427.5568807316,6014420.706115755,-2007969.9386824218,2533427.556880752,2.5011690337203042e-08,3.663032879569206e-15
22030.0,6050215.870319154,-1966042.4098708401,2480528.1808308875,6050215.870319161,-1966042.4098708592,2480528.1808309173,3.5988719277729006e-08,5.270649853353705e-15
22040.0,6085253.508709763,-1923868.7199459386,2427318.2267509983,6085253.508709788,-1923868.719945954,2427318.2267510234,3.8739548876496164e-08,5.673516638066308e-15
22050.0,6119529.234350673,-1881454.1493240574,2373804.356868441,6119529.234350672,-1881454.1493240725,2373804.356868466,2.896566676563665e-08,4.242103924633711e-15
22060.0,6153038.75570128,-1838804.0085813366,2319993.271462774,6153038.755701256,-1838804.0085813352,2319993.271462778,2.461406455636492e-08,3.604799457943641e-15
22070.0,6185777.877154622,-1795923.6377887893,2265891.7080268264,6185777.877154626,-1795923.6377888047,2265891.708026851,2.9310779612243576e-08,4.29264667833167e-15
22080.0,6217742.499562907,-1752818.4058437597,2211506.4404232027,6217742.499562909,-1752818.405843782,2211506.440423236,4.03382029900471e-08,5.9076440601656205e-15
22090.0,6248928.620750464,-1709493.7097976098,2156844.2780360403,6248928.620750475,-1709493.7097976257,2156844.2780360663,3.2489678901643324e-08,4.758205481472226e-15
22100.0,6279332.336014989,-1665954.9741800223,2101912.064918488,6279332.336015008,-1665954.9741800476,2101912.0649185255,4.949006888006299e-08,7.247960736590813e-15
22110.0,6308949.838616467,-1622207.650319819,2046716.6789357923,6308949.838616469,-1622207.650319831,2046716.678935813,2.3955546537212995e-08,3.5083576292058866e-15
22120.0,6337777.420253678,-1578257.2156623898,1991265.0309041091,6337777.420253645,-1578257.2156624002,1991265.0309041282,3.997980806340564e-08,5.8551561082335694e-15
22130.0,6365811.471528524,-1534109.173083885,1935564.063725229,6365811.471528531,-1534109.173083897,1935564.0637252491,2.463387821558223e-08,3.607701224445589e-15
22140.0,6393048.482398166,-1489769.0502022791,1879620.7515173533,6393048.482398172,-1489769.0502022982,1879620.7515173827,3.544535904002388e-08,5.1910732078199186e-15
22150.0,6419485.042614203,-1445242.398685197,1823442.0987417935,6419485.042614218,-1445242.3986852092,1823442.0987418143,2.8249371834749804e-08,4.137200503556066e-15
22160.0,6445117.842149815,-1400534.7935548523,1767035.1393260171,6445117.842149838,-1400534.7935548734,1767035.1393260488,4.4650701728807915e-08,6.539221712863687e-15
22170.0,6469943.671614217,-1355651.8324900207,1710406.935782959,6469943.671614214,-1355651.832490044,1710406.9357829934,4.168123751990543e-08,6.104335270353455e-15
22180.0,6493959.422654386,-1310599.1351251516,1653564.5783267203,6493959.422654357,-1310599.1351251602,1653564.5783267363,3.4144437263977025e-08,5.000549529685334e-15
22190.0,6517162.08834426,-1265382.342346756,1596515.18398483,6517162.088344263,-1265382.3423467788,1596515.1839848643,4.122943579690848e-08,6.038167628579871e-15
22200.0,6539548.763561449,-1220007.11558718,1539265.8957072115,6539548.763561459,-1220007.1155871956,1539265.8957072361,3.094195741082527e-08,4.531537286206365e-15
22210.0,6561116.6453506695,-1174479.1361156919,1481823.8814717522,6561116.645350682,-1174479.1361157147,1481823.8814717864,4.2879415273643165e-08,6.279811795463853e-15
22220.0,6581863.03327485,-1128804.1043271837,1424196.333386874,6581863.033274878,-1128804.1043272007,1424196.3333869008,4.2266297680354805e-08,6.190018987661613e-15
22230.0,6601785.329753268,-1082987.7390284496,1366390.4667910368,6601785.329753269,-1082987.7390284697,1366390.4667910673,3.653364318594958e-08,5.3504555028625796e-15
22240.0,6620881.040386664,-1037035.7767221339,1308413.519349306,6620881.040386637,-1037035.7767221401,1308413.5193493194,3.084368973140869e-08,4.517145706275181e-15
22250.0,6639147.7742695715,-990953.9708884854,1250272.7501471546,6639147.774269579,-990953.9708885046,1250272.7501471841,3.603933330482358e-08,5.278062420953707e-15
22260.0,6656583.24428991,-944748.0912650268,1191975.4387816286,6656583.244289923,-944748.0912650382,1191975.4387816484,2.630265017565721e-08,3.8520976037324986e-15
22270.0,6673185.267415025,-898423.9231240908,1133528.8844498277,6673185.26741504,-898423.9231241095,1133528.8844498568,3.7687831041223256e-08,5.519489582769539e-15
22280.0,6688951.764965185,-851987.2665484955,1074940.4050350336,6688951.764965211,-851987.2665485224,1074940.405035073,5.432755209445591e-08,7.956423852429427e-15
22290.0,6703880.762873867,-805443.935705339,1016217.3361904661,6703880.762873872,-805443.9357053553,1016217.3361904916,3.077088412377433e-08,4.506483118861606e-15
22300.0,6717970.391934801,-758799.7581180128,957367.0304207935,6717970.391934772,-758799.7581180319,957367.0304208223,4.507302997140683e-08,6.601072879968113e-15
22310.0,6731218.888036027,-712060.5739365609,898396.8561615546,6731218.888036037,-712060.5739365764,898396.8561615791,3.079047717518579e-08,4.509352576725656e-15
22320.0,6743624.592381004,-665232.2352064839,839314.1968566204,6743624.592381016,-665232.2352065064,839314.1968566539,4.21989082583758e-08,6.180149615975162e-15
22330.0,6755185.951695986,-618320.6051359869,780126.4500336886,6755185.951696004,-618320.6051360016,780126.4500337123,3.3049651717839954e-08,4.8402150861706425e-15
22340.0,6765901.518424662,-571331.5573618881,720841.0263780928,6765901.518424692,-571331.5573619106,720841.0263781263,5.017068183879409e-08,7.347638431799785e-15
22350.0,6775769.950909429,-524270.9752142028,661465.3488049374,6775769.950909437,-524270.9752142153,661465.3488049582,2.532835986777395e-08,3.709410029086111e-15
22360.0,6784790.01355925,-477144.75097950274,602006.8515296888,6784790.013559224,-477144.7509795194,602006.8515297145,4.023762181375678e-08,5.89291366206577e-15
22370.0,6792960.577004378,-429958.7851631656,542472.9791373648,6792960.57700439,-429958.7851631772,542472.9791373842,2.5665618452562435e-08,3.7588025038985646e-15
22380.0,6800280.618237994,-382718.98575061286,482871.1856504513,6800280.618238009,-382718.98575063143,482871.18565047946,3.688515262643255e-08,5.4019350558479644e-15
22390.0,6806749.220743975,-335431.26746756607,423208.9335955753,6806749.220743992,-335431.2674675915,423208.9335956121,4.8142838153147485e-08,7.0506549814609e-15
22400.0,6812365.574611811,-288101.55103949877,363493.6930691676,6812365.574611843,-288101.55103951675,363493.6930691948,4.544322451363589e-08,6.655288919017866e-15
22410.0,6817128.976638039,-240735.76245032396,303732.94080215786,6817128.976638046,-240735.7624503481,303732.94080219266,4.3002748763479735e-08,6.2978743343139915e-15
22420.0,6821038.830414161,-193339.8322004178,243934.15922383405,6821038.830414137,-193339.83220043243,243934.1592238569,3.6367655571315085e-08,5.326146146645137e-15
22430.0,6824094.646401341,-145919.69456408318,184104.835524995,6824094.646401354,-145919.694564106,184104.8355250284,4.2508174427885015e-08,6.225442522299276e-15
22440.0,6826296.041991931,-98481.28684655015,124252.46072051808,6826296.041991948,-98481.28684656475,124252.46072054116,3.204234256440609e-08,4.692691808088516e-15
22450.0,6827642.741557056,-51030.54864057468,64384.528711419654,6827642.7415570775,-51030.548640596164,64384.52871145151,4.3990507729280794e-08,6.4425344320538374e-15
22460.0,6828134.57648129,-3573.421082770248,4508.53534657968,6828134.576481325,-3573.421082783614,4508.535346601359,4.284941730930755e-08,6.27541850863677e-15
22470.0,6827771.485183792,43884.15389026175,-55368.02251578824,6827771.485183802,43884.153890241396,-55368.02251575783,3.799535022555544e-08,5.564526638167254e-15
22480.0,6826553.513125894,91336.23428590049,-115237.64794679184,6826553.51312587,91336.23428588838,-115237.64794677193,3.2938953634464473e-08,4.824003038378473e-15
22490.0,6824480.8128054235,138776.8787994816,-175092.84488552378,6824480.812805438,138776.8787994629,-175092.84488549564,3.693644164709767e-08,5.409446478167861e-15
22500.0,6821553.643737854,186200.1475581869,-234926.119077617,6821553.643737874,186200.14755816152,-234926.1190775805,4.858677695389049e-08,7.115671076003674e-15
22510.0,6817772.372423484,233600.10286475334,-294729.97901357175,6817772.372423507,233600.1028647366,-294729.97901354625,3.836853019547297e-08,5.619179901556306e-15
22520.0,6813137.472301713,280970.80994091195,-354496.9368667423,6813137.4723017495,280970.80994088907,-354496.9368667093,5.414607899822138e-08,7.929846603578895e-15
22530.0,6807649.523691795,328306.3376704618,-414219.50943086337,6807649.523691808,328306.3376704459,-414219.50943083916,3.176245440184922e-08,4.65170139407707e-15
22540.0,6801309.21372005,375600.7593418783,-473890.21905698744,6801309.213720031,375600.75934185385,-473890.21905695234,4.665368532549976e-08,6.8325643327747756e-15
22550.0,6794117.3362338515,422848.1533903762,-533501.5945897361,6794117.336233868,422848.15339036146,-533501.5945897134,3.183128925917015e-08,4.6617824538626205e-15
22560.0,6786074.791702471,470042.6041393387,-593046.172302751,6786074.791702492,470042.60413931747,-593046.1723027199,4.331702119740774e-08,6.343900422239293e-15
22570.0,6777182.587104006,517178.20254098333,-652516.4968331805,6777182.58710403,517178.2025409707,-652516.4968331605,3.386470487215755e-08,4.959581928739501e-15
22580.0,6767441.835799469,564249.0469162199,-711905.1221151499,6767441.835799508,564249.0469162015,-711905.1221151227,5.103042759483272e-08,7.473550632454023e-15
22590.0,6756853.757393414,611249.2436935817,-771204.6123120588,6756853.757393427,611249.2436935692,-771204.6123120392,2.6602111016016094e-08,3.8959544918351955e-15
22600.0,6745419.677581106,658172.9081471276,-830407.5427475832,6745419.677581089,658172.9081471055,-830407.5427475512,4.2746621900749084e-08,6.260363829950847e-15
22610.0,6733141.027982558,705014.16513325,-889506.5008352941,6733141.0279825805,705014.1651332246,-889506.5008352577,4.9713159169371237e-08,7.280632941221191e-15
22620.0,6720019.34596352,751767.1498263004,-948494.0870067877,6720019.345963542,751767.1498262833,-948494.0870067618,3.821491421888196e-08,5.5966824067651185e-15
22630.0,6706056.274442661,798426.008452875,-1007362.915638122,6706056.27444269,798426.0084528518,-1007362.9156380888,5.0256104762101235e-08,7.360148860824151e-15
22640.0,6691253.561686043,844984.8990247592,-1066105.6159745646,6691253.561686083,844984.8990247457,-1066105.6159745438,4.7069235487370133e-08,6.89342283076191e-15
22650.0,6675613.06108824,891437.9920703864,-1124714.8330534615,6675613.061088259,891437.9920703629,-1124714.8330534282,4.5211130883742795e-08,6.621298149662608e-15
22660.0,6659136.730940169,937779.471364709,-1183183.2286251066,6659136.730940153,937779.4713646893,-1183183.228625078,3.81822734231448e-08,5.5919020697951435e-15
22670.0,6641826.634183907,984003.5346574298,-1241503.4820715406,6641826.63418393,984003.5346574084,-1241503.4820715096,4.427028413160934e-08,6.4835084784633555e-15
22680.0,6623684.9381546425,1030104.394399512,-1299668.291323178,6623684.938154666,1030104.3943994989,-1299668.2913231577,3.3502541680678775e-08,4.906542103750814e-15
22690.0,6604713.914308983,1076076.2784677744,-1357670.3737730205,6604713.914309013,1076076.2784677558,-1357670.3737729932,4.446577663611859e-08,6.512138909356768e-15
22700.0,6584915.937940722,1121913.4308876211,-1415502.467188513,6584915.937940768,1121913.4308875978,-1415502.4671884803,6.072194618248582e-08,8.89290097467081e-15
22710.0,6564293.4878834635,1167610.1125537306,-1473157.330620828,6564293.487883483,1167610.1125537113,-1473157.3306208001,3.919930521010648e-08,5.740849255090588e-15
22720.0,6542849.146200132,1213160.6019486082,-1530627.745311453,6542849.146200123,1213160.6019485765,-1530627.7453114097,5.429898146242783e-08,7.952239602460793e-15
22730.0,6520585.5978597,1258559.1958589596,-1587906.5155960287,6520585.597859724,1258559.1958589423,-1587906.5155960028,3.9384182587256865e-08,5.767925070521705e-15
22740.0,6497505.630401246,1303800.2100898104,-1644986.4698053428,6497505.630401276,1303800.2100897874,-1644986.4698053098,5.0125685278373325e-08,7.34104855810206e-15
22750.0,6473612.1335846195,1348877.9801761485,-1701860.4611632014,6473612.13358465,1348877.9801761345,-1701860.4611631797,4.0107063632334375e-08,5.873793046673547e-15
22760.0,6448908.099028787,1393786.86209218,-1758521.3686812858,6448908.099028833,1393786.8620921625,-1758521.3686812592,5.637242923330196e-08,8.25590190022578e-15
22770.0,6423396.619837286,1438521.232958003,-1814962.0980507527,6423396.6198373055,1438521.2329579883,-1814962.0980507296,3.3600293483973557e-08,4.920858132163071e-15
22780.0,6397080.890210832,1483075.4917436033,-1871175.5825304561,6397080.890210824,1483075.4917435749,-1871175.582530416,4.966010734518733e-08,7.272863351333947e-15
22790.0,6369964.205047399,1527444.0599701416,-1927154.7838317528,6369964.205047422,1527444.0599701288,-1927154.7838317326,3.341261703321552e-08,4.893372384475519e-15
22800.0,6342049.959529904,1571621.3824084671,-1982892.692999805,6342049.959529934,1571621.3824084485,-1982892.6929997776,4.523630378743539e-08,6.624984792694609e-15
22810.0,6313341.648700802,1615601.9277745972,-2038382.3312910583,6313341.648700841,1615601.9277745734,-2038382.3312910246,5.686647175413549e-08,8.328255826462693e-15
22820.0,6283842.867024639,1659380.1894223066,-2093616.7510470725,6283842.867024685,1659380.1894222938,-2093616.7510470527,5.2192508642235526e-08,7.643740692700736e-15
22830.0,6253557.30793803,1702950.6860326007,-2148589.036564419,6253557.30793806,1702950.686032576,-2148589.0365643837,5.243809254595114e-08,7.679707150859911e-15
22840.0,6222488.763387099,1746307.962299982,-2203292.3049605344,6222488.763387092,1746307.9622999567,-2203292.304960498,4.478647373043347e-08,6.559105906989487e-15
22850.0,6190641.123352718,1789446.589615494,-2257719.707035507,6190641.12335275,1789446.5896154717,-2257719.707035475,5.093619340663191e-08,7.459749768733684e-15
22860.0,6158018.3753636805,1832361.1667464755,-2311864.4281297144,6158018.37536371,1832361.1667464613,-2311864.428129693,3.9353889176127416e-08,5.763488514675001e-15
22870.0,6124624.603997135,1875046.3205127504,-2365719.688976962,6124624.603997174,1875046.3205127318,-2365719.6889769346,5.13009975876816e-08,7.513176374123952e-15
22880.0,6090463.990367326,1917496.706459426,-2419278.7465533414,6090463.990367372,1917496.7064594186,-2419278.7465533284,4.8042164655510076e-08,7.0359110626383265e-15
22890.0,6055540.811602112,1959707.0095260597,-2472534.8949215123,6055540.811602142,1959707.0095260392,-2472534.8949214825,4.6863204335455315e-08,6.863248985111944e-15
22900.0,6019859.440307331,2001671.9447121045,-2525481.4660702823,6019859.440307324,2001671.9447120817,-2525481.46607025,4.010638780916943e-08,5.873694070457203e-15
22910.0,5983424.344019338,2043386.257738629,-2578111.8307494926,5983424.34401937,2043386.257738611,-2578111.830749466,4.569950147157191e-08,6.692821405248886e-15
22920.0,5946240.084645854,2084844.725706257,-2630419.399300128,5946240.084645895,2084844.7257062339,-2630419.399300095,5.747711048471345e-08,8.417685597801193e-15
22930.0,5908311.317894498,2126042.1577490126,-2682397.622479268,5908311.317894536,2126042.157748998,-2682397.6224792465,4.6100467443466187e-08,6.751544007313589e-15
22940.0,5869642.792690007,2166973.3956842995,-2734039.9922801526,5869642.792690063,2166973.395684283,-2734039.9922801293,6.269156941136466e-08,9.181357874243687e-15
22950.0,5830239.350579668,2207633.3146587466,-2785340.042747041,5830239.350579697,2207633.3146587294,-2785340.0427470165,4.170724116428397e-08,6.108143577711456e-15
22960.0,5790105.925127009,2248016.823789833,-2836291.350784736,5790105.925127015,2248016.8237898,-2836291.3507846915,5.598209356380484e-08,8.198736136050703e-15
22970.0,5749247.541294112,2288118.866803305,-2886887.536962808,5749247.541294144,2288118.866803291,-2886887.5369627876,4.038386940168928e-08,5.914332035471649e-15
22980.0,5707669.314812651,2327934.4226663313,-2937122.2663144358,5707669.314812691,2327934.4226663127,-2937122.266314409,5.15287407222125e-08,7.546530001113408e-15
22990.0,5665376.451543094,2367458.5062160622,-2986989.249129452,5665376.45154313,2367458.506216052,-2986989.2491294364,4.074735828178683e-08,5.967566011312724e-15
23000.0,5622374.246823041,2406686.1687838603,-3036482.241741926,5622374.246823093,2406686.168783849,-3036482.241741909,5.5910389944179484e-08,8.188234937901726e-15
23010.0,5578668.084804232,2445612.4988149125,-3085595.04731192,5578668.084804258,2445612.4988148995,-3085595.0473119006,3.510727887036421e-08,5.141560409576464e-15
23020.0,5534263.4377783155,2484232.6224831464,-3134321.5166013194,5534263.437778321,2484232.622483116,-3134321.5166012784,5.125025056585951e-08,7.505744329069484e-15
23030.0,5489165.865491695,2522541.70430147,-3182655.5487437644,5489165.865491739,2522541.704301448,-3182655.548743734,5.754262276583099e-08,8.427280056892676e-15
23040.0,5443381.014449613,2560534.947727291,-3230591.0920086266,5443381.014449652,2560534.9477272765,-3230591.0920086056,4.66638151378548e-08,6.834047872480415e-15
23050.0,5396914.617208901,2598207.595762958,-3278122.144558573,5396914.61720895,2598207.59576294,-3278122.1445585485,5.795378753736114e-08,8.48749630204566e-15
23060.0,5349772.491660368,2635554.931551428,-3325242.755201118,5349772.491660419,2635554.9315514215,-3325242.755201108,5.2642385516548825e-08,7.709626434933691e-15
23070.0,5301960.540300379,2672572.2789668576,-3371947.0241337568,5301960.540300419,2672572.278966837,-3371947.0241337284,5.3201674705695664e-08,7.791535920514727e-15
23080.0,5253484.749491729,2709255.0032000337,-3418229.1036826,5253484.749491734,2709255.003200006,-3418229.103682563,4.625308342963091e-08,6.773895050675009e-15
23090.0,5204351.188714126,2745598.5113386917,-3464083.199034551,5204351.188714169,2745598.5113386735,-3464083.1990345265,5.2671211481756414e-08,7.713848079169532e-15
23100.0,5154566.009804441,2781598.2529426673,-3509503.5689629694,5154566.009804477,2781598.252942657,-3509503.568962954,4.074735828178683e-08,5.967566011312724e-15
23110.0,5104135.446186199,2817249.720613516,-3554484.526546347,5104135.446186245,2817249.720613503,-3554484.526546328,5.198957603218517e-08,7.614020637281467e-15
23120.0,5053065.812089253,2852548.450558934,-3599020.4398804344,5053065.8120893175,2852548.450558921,-3599020.439880416,6.816492375411182e-08,9.982946117529835e-15
23130.0,5001363.501759216,2887490.023151662,-3643105.7327834014,5001363.501759254,2887490.0231516454,-3643105.732783378,4.776150511562111e-08,6.9948076782321605e-15
23140.0,4949034.988656767,2922070.063482803,-3686734.8854939467,4949034.988656788,2922070.0634827674,-3686734.8854938997,6.26362034398322e-08,9.173249370923899e-15
23150.0,4896086.824647145,2956284.2419095924,-3729902.4353624173,4896086.824647185,2956284.241909579,-3729902.435362398,4.6374814601702146e-08,6.791722925550871e-15
23160.0,4842525.639179995,2990128.2745976006,-3772602.9775348934,4842525.639180046,2990128.274597584,-3772602.97753487,5.789950878310782e-08,8.479547024775253e-15
23170.0,4788358.138459074,3023597.924056957,-3814831.165629737,4788358.138459119,3023597.924056948,-3814831.1656297236,4.7529397709110486e-08,6.960814891252253e-15
23180.0,4733591.104602716,3056688.9996729847,-3856581.712407085,4733591.1046027765,3056688.9996729777,-3856581.712407074,6.1953954926487e-08,9.073332144110026e-15
23190.0,4678231.394794682,3089397.3582309014,-3897849.390430859,4678231.394794717,3089397.358230889,-3897849.39043084,4.192244889792345e-08,6.139661359741822e-15
23200.0,4622285.940425514,3121718.904434521,-3938629.0327232005,4622285.940425535,3121718.904434489,-3938629.032723158,5.698978880376358e-08,8.346315957597743e-15
23210.0,4565761.746224691,3153649.591419021,-3978915.533411426,4565761.746224728,3153649.591419012,-3978915.533411412,4.086161212712583e-08,5.984298810513882e-15
23220.0,4508665.889383757,3185185.4212577417,-4018703.848367446,4508665.889383804,3185185.421257729,-4018703.8483674284,5.222262100536546e-08,7.64815073355521e-15
23230.0,4451005.518669982,3216322.4454626055,-4057988.995839139,4451005.518670041,3216322.445462591,-4057988.9958391185,6.380239397400442e-08,9.344041277145497e-15
23240.0,4392787.853531419,3247056.76547857,-4096766.0570741934,4392787.853531476,3247056.765478567,-4096766.0570741873,5.720057094231451e-08,8.377185598694711e-15
23250.0,4334020.183192984,3277384.533171764,-4135030.176935984,4334020.183193035,3277384.533171746,-4135030.176935958,6.007932982847547e-08,8.798787989824379e-15
23260.0,4274709.865743726,3307301.951311239,-4172776.564511389,4274709.865743746,3307301.9513112106,-4172776.564511351,5.181410444568743e-08,7.588322326527343e-15
23270.0,4214864.327215554,3336805.274044415,-4210000.493710658,4214864.327215607,3336805.2740444,-4210000.493710636,5.915181528106487e-08,8.66295085776177e-15
23280.0,4154491.060653611,3365890.8073662003,-4246697.303859287,4154491.060653656,3365890.8073661914,-4246697.303859274,4.7399195582039814e-08,6.941746421028139e-15
23290.0,4093597.625177877,3394554.9095813483,-4282862.400281374,4093597.625177934,3394554.909581339,-4282862.40028136,5.923972984324862e-08,8.675826194355594e-15
