time_s,energy_Jkg,dE_rel,h_mag_m2s
20320.0,-29188081.74176941,-7.657831709709511e-16,52169899605.72021
20330.0,-29188081.74176941,-7.657831709709511e-16,52169899605.72021
20340.0,-29188081.741769418,-1.0210442279612682e-15,52169899605.72019
20350.0,-29188081.741769418,-1.0210442279612682e-15,52169899605.72019
20360.0,-29188081.741769418,-1.0210442279612682e-15,52169899605.72019
20370.0,-29188081.741769418,-1.0210442279612682e-15,52169899605.72019
20380.0,-29188081.74176941,-7.657831709709511e-16,52169899605.72019
20390.0,-29188081.741769418,-1.0210442279612682e-15,52169899605.72019
20400.0,-29188081.741769418,-1.0210442279612682e-15,52169899605.72019
20410.0,-29188081.741769418,-1.0210442279612682e-15,52169899605.72019
20420.0,-29188081.741769426,-1.2763052849515851e-15,52169899605.720184
20430.0,-29188081.741769426,-1.2763052849515851e-15,52169899605.72019
20440.0,-29188081.741769418,-1.0210442279612682e-15,52169899605.720184
20450.0,-29188081.741769426,-1.2763052849515851e-15,52169899605.72019
20460.0,-29188081.74176941,-7.657831709709511e-16,52169899605.72019
20470.0,-29188081.74176941,-7.657831709709511e-16,52169899605.72019
20480.0,-29188081.741769426,-1.2763052849515851e-15,52169899605.72019
20490.0,-29188081.74176941,-7.657831709709511e-16,52169899605.72019
20500.0,-29188081.741769418,-1.0210442279612682e-15,52169899605.720184
20510.0,-29188081.741769418,-1.0210442279612682e-15,52169899605.720184
20520.0,-29188081.74176941,-7.657831709709511e-16,52169899605.72019
20530.0,-29188081.74176941,-7.657831709709511e-16,52169899605.7202
20540.0,-29188081.741769403,-5.105221139806341e-16,52169899605.7202
20550.0,-29188081.74176941,-7.657831709709511e-16,52169899605.7202
20560.0,-29188081.74176941,-7.657831709709511e-16,52169899605.7202
20570.0,-29188081.741769403,-5.105221139806341e-16,52169899605.72021
20580.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72021
20590.0,-29188081.741769403,-5.105221139806341e-16,52169899605.72021
20600.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72021
20610.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72021
20620.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72021
20630.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
20640.0,-29188081.7417694,-3.8289158548547556e-16,52169899605.72021
20650.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72021
20660.0,-29188081.74176939,0.0,52169899605.72022
20670.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72022
20680.0,-29188081.741769392,-1.2763052849515853e-16,52169899605.720215
20690.0,-29188081.741769392,-1.2763052849515853e-16,52169899605.72022
20700.0,-29188081.741769392,-1.2763052849515853e-16,52169899605.720215
20710.0,-29188081.741769385,1.2763052849515853e-16,52169899605.720215
20720.0,-29188081.741769377,3.8289158548547556e-16,52169899605.72022
20730.0,-29188081.74176937,6.381526424757926e-16,52169899605.72022
20740.0,-29188081.741769377,3.8289158548547556e-16,52169899605.72022
20750.0,-29188081.741769377,3.8289158548547556e-16,52169899605.72022
20760.0,-29188081.741769377,3.8289158548547556e-16,52169899605.72022
20770.0,-29188081.741769377,3.8289158548547556e-16,52169899605.720215
20780.0,-29188081.741769377,3.8289158548547556e-16,52169899605.720215
20790.0,-29188081.741769385,1.2763052849515853e-16,52169899605.72021
20800.0,-29188081.741769385,1.2763052849515853e-16,52169899605.720215
20810.0,-29188081.741769385,1.2763052849515853e-16,52169899605.720215
20820.0,-29188081.741769392,-1.2763052849515853e-16,52169899605.72021
20830.0,-29188081.741769392,-1.2763052849515853e-16,52169899605.720215
20840.0,-29188081.7417694,-3.8289158548547556e-16,52169899605.72021
20850.0,-29188081.7417694,-3.8289158548547556e-16,52169899605.72021
20860.0,-29188081.7417694,-3.8289158548547556e-16,52169899605.720215
20870.0,-29188081.741769392,-1.2763052849515853e-16,52169899605.72021
20880.0,-29188081.7417694,-3.8289158548547556e-16,52169899605.72021
20890.0,-29188081.7417694,-3.8289158548547556e-16,52169899605.7202
20900.0,-29188081.7417694,-3.8289158548547556e-16,52169899605.72021
20910.0,-29188081.741769407,-6.381526424757926e-16,52169899605.72021
20920.0,-29188081.741769407,-6.381526424757926e-16,52169899605.7202
20930.0,-29188081.741769407,-6.381526424757926e-16,52169899605.72019
20940.0,-29188081.7417694,-3.8289158548547556e-16,52169899605.7202
20950.0,-29188081.741769407,-6.381526424757926e-16,52169899605.7202
20960.0,-29188081.741769407,-6.381526424757926e-16,52169899605.7202
20970.0,-29188081.7417694,-3.8289158548547556e-16,52169899605.7202
20980.0,-29188081.7417694,-3.8289158548547556e-16,52169899605.7202
20990.0,-29188081.741769407,-6.381526424757926e-16,52169899605.7202
21000.0,-29188081.7417694,-3.8289158548547556e-16,52169899605.7202
21010.0,-29188081.741769392,-1.2763052849515853e-16,52169899605.72021
21020.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72021
21030.0,-29188081.741769392,-1.2763052849515853e-16,52169899605.720215
21040.0,-29188081.741769392,-1.2763052849515853e-16,52169899605.720215
21050.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21060.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21070.0,-29188081.741769385,1.2763052849515853e-16,52169899605.72022
21080.0,-29188081.74176939,0.0,52169899605.72022
21090.0,-29188081.741769385,1.2763052849515853e-16,52169899605.720215
21100.0,-29188081.741769385,1.2763052849515853e-16,52169899605.720215
21110.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72021
21120.0,-29188081.741769392,-1.2763052849515853e-16,52169899605.720215
21130.0,-29188081.741769385,1.2763052849515853e-16,52169899605.72022
21140.0,-29188081.741769392,-1.2763052849515853e-16,52169899605.720215
21150.0,-29188081.741769385,1.2763052849515853e-16,52169899605.72022
21160.0,-29188081.741769385,1.2763052849515853e-16,52169899605.720215
21170.0,-29188081.74176939,0.0,52169899605.720215
21180.0,-29188081.74176938,2.5526105699031706e-16,52169899605.720215
21190.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
21200.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
21210.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
21220.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
21230.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
21240.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
21250.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
21260.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
21270.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
21280.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
21290.0,-29188081.74176939,0.0,52169899605.72022
21300.0,-29188081.74176939,0.0,52169899605.720215
21310.0,-29188081.74176939,0.0,52169899605.72022
21320.0,-29188081.74176939,0.0,52169899605.72022
21330.0,-29188081.74176939,0.0,52169899605.72022
21340.0,-29188081.74176939,0.0,52169899605.72022
21350.0,-29188081.74176939,0.0,52169899605.72022
21360.0,-29188081.74176939,0.0,52169899605.720215
21370.0,-29188081.741769373,5.105221139806341e-16,52169899605.72022
21380.0,-29188081.74176939,0.0,52169899605.72022
21390.0,-29188081.74176939,0.0,52169899605.72022
21400.0,-29188081.74176939,0.0,52169899605.720215
21410.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72021
21420.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21430.0,-29188081.74176939,0.0,52169899605.720215
21440.0,-29188081.74176939,0.0,52169899605.720215
21450.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21460.0,-29188081.74176939,0.0,52169899605.720215
21470.0,-29188081.74176939,0.0,52169899605.720215
21480.0,-29188081.74176939,0.0,52169899605.72022
21490.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
21500.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
21510.0,-29188081.74176939,0.0,52169899605.72022
21520.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72022
21530.0,-29188081.74176939,0.0,52169899605.720215
21540.0,-29188081.74176939,0.0,52169899605.720215
21550.0,-29188081.74176939,0.0,52169899605.720215
21560.0,-29188081.74176939,0.0,52169899605.720215
21570.0,-29188081.74176939,0.0,52169899605.720215
21580.0,-29188081.74176939,0.0,52169899605.720215
21590.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72022
21600.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21610.0,-29188081.74176939,0.0,52169899605.720215
21620.0,-29188081.74176939,0.0,52169899605.720215
21630.0,-29188081.74176939,0.0,52169899605.720215
21640.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21650.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21660.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21670.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21680.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21690.0,-29188081.7417694,-3.8289158548547556e-16,52169899605.720215
21700.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21710.0,-29188081.7417694,-3.8289158548547556e-16,52169899605.720215
21720.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21730.0,-29188081.7417694,-3.8289158548547556e-16,52169899605.720215
21740.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72021
21750.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72021
21760.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21770.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21780.0,-29188081.74176939,0.0,52169899605.720215
21790.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21800.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21810.0,-29188081.74176939,0.0,52169899605.720215
21820.0,-29188081.74176939,0.0,52169899605.720215
21830.0,-29188081.741769403,-5.105221139806341e-16,52169899605.72021
21840.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
21850.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72021
21860.0,-29188081.741769403,-5.105221139806341e-16,52169899605.72021
21870.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72021
21880.0,-29188081.741769403,-5.105221139806341e-16,52169899605.72021
21890.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72021
21900.0,-29188081.741769403,-5.105221139806341e-16,52169899605.7202
21910.0,-29188081.74176941,-7.657831709709511e-16,52169899605.7202
21920.0,-29188081.741769403,-5.105221139806341e-16,52169899605.72021
21930.0,-29188081.741769403,-5.105221139806341e-16,52169899605.72021
21940.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72021
21950.0,-29188081.74176939,0.0,52169899605.72021
21960.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72021
21970.0,-29188081.74176939,0.0,52169899605.72022
21980.0,-29188081.74176939,0.0,52169899605.720215
21990.0,-29188081.74176939,0.0,52169899605.72022
22000.0,-29188081.74176939,0.0,52169899605.72022
22010.0,-29188081.74176939,0.0,52169899605.72022
22020.0,-29188081.74176939,0.0,52169899605.720215
22030.0,-29188081.74176939,0.0,52169899605.720215
22040.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
22050.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
22060.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
22070.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
22080.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
22090.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
22100.0,-29188081.74176939,0.0,52169899605.72022
22110.0,-29188081.74176939,0.0,52169899605.72022
22120.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
22130.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
22140.0,-29188081.74176939,0.0,52169899605.72022
22150.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.720215
22160.0,-29188081.741769396,-2.5526105699031706e-16,52169899605.72022
22170.0,-29188081.74176939,0.0,52169899605.720215
22180.0,-29188081.74176939,0.0,52169899605.72022
22190.0,-29188081.74176939,0.0,52169899605.720215
22200.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
22210.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
22220.0,-29188081.74176939,0.0,52169899605.72023
22230.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72023
22240.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
22250.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
22260.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
22270.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
22280.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
22290.0,-29188081.74176939,0.0,52169899605.72022
22300.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72023
22310.0,-29188081.741769373,5.105221139806341e-16,52169899605.72022
22320.0,-29188081.741769366,7.657831709709511e-16,52169899605.72023
22330.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
22340.0,-29188081.741769373,5.105221139806341e-16,52169899605.72022
22350.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72023
22360.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72022
22370.0,-29188081.74176938,2.5526105699031706e-16,52169899605.72023
22380.0,-29188081.741769366,7.657831709709511e-16,52169899605.72023
22390.0,-29188081.741769373,5.105221139806341e-16,52169899605.72023
22400.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
22410.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
22420.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
22430.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
22440.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
22450.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
22460.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
22470.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
22480.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
22490.0,-29188081.741769366,7.657831709709511e-16,52169899605.720245
22500.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
22510.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
22520.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
22530.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
22540.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
22550.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
22560.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
22570.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72025
22580.0,-29188081.741769347,1.4039358134467438e-15,52169899605.72025
22590.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72025
22600.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72025
22610.0,-29188081.741769355,1.1486747564564267e-15,52169899605.720245
22620.0,-29188081.741769355,1.1486747564564267e-15,52169899605.720245
22630.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72025
22640.0,-29188081.741769362,8.934136994661096e-16,52169899605.720245
22650.0,-29188081.741769362,8.934136994661096e-16,52169899605.720245
22660.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72025
22670.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72025
22680.0,-29188081.741769362,8.934136994661096e-16,52169899605.72024
22690.0,-29188081.74176937,6.381526424757926e-16,52169899605.72024
22700.0,-29188081.74176937,6.381526424757926e-16,52169899605.72024
22710.0,-29188081.74176937,6.381526424757926e-16,52169899605.72024
22720.0,-29188081.74176937,6.381526424757926e-16,52169899605.72024
22730.0,-29188081.741769377,3.8289158548547556e-16,52169899605.72023
22740.0,-29188081.74176937,6.381526424757926e-16,52169899605.72023
22750.0,-29188081.74176937,6.381526424757926e-16,52169899605.72023
22760.0,-29188081.74176937,6.381526424757926e-16,52169899605.72024
22770.0,-29188081.741769362,8.934136994661096e-16,52169899605.720245
22780.0,-29188081.74176937,6.381526424757926e-16,52169899605.72024
22790.0,-29188081.74176937,6.381526424757926e-16,52169899605.72024
22800.0,-29188081.741769377,3.8289158548547556e-16,52169899605.72023
22810.0,-29188081.74176937,6.381526424757926e-16,52169899605.72023
22820.0,-29188081.741769377,3.8289158548547556e-16,52169899605.72022
22830.0,-29188081.741769362,8.934136994661096e-16,52169899605.72024
22840.0,-29188081.74176937,6.381526424757926e-16,52169899605.72024
22850.0,-29188081.74176937,6.381526424757926e-16,52169899605.72024
22860.0,-29188081.74176937,6.381526424757926e-16,52169899605.72024
22870.0,-29188081.74176937,6.381526424757926e-16,52169899605.72024
22880.0,-29188081.74176937,6.381526424757926e-16,52169899605.72024
22890.0,-29188081.74176937,6.381526424757926e-16,52169899605.72023
22900.0,-29188081.741769377,3.8289158548547556e-16,52169899605.72023
22910.0,-29188081.74176937,6.381526424757926e-16,52169899605.72023
22920.0,-29188081.741769362,8.934136994661096e-16,52169899605.72023
22930.0,-29188081.741769362,8.934136994661096e-16,52169899605.72024
22940.0,-29188081.741769362,8.934136994661096e-16,52169899605.72024
22950.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72024
22960.0,-29188081.741769362,8.934136994661096e-16,52169899605.720245
22970.0,-29188081.741769362,8.934136994661096e-16,52169899605.72024
22980.0,-29188081.741769362,8.934136994661096e-16,52169899605.72023
22990.0,-29188081.741769362,8.934136994661096e-16,52169899605.72024
23000.0,-29188081.741769362,8.934136994661096e-16,52169899605.720245
23010.0,-29188081.741769362,8.934136994661096e-16,52169899605.72024
23020.0,-29188081.741769362,8.934136994661096e-16,52169899605.72024
23030.0,-29188081.741769362,8.934136994661096e-16,52169899605.72023
23040.0,-29188081.74176937,6.381526424757926e-16,52169899605.72023
23050.0,-29188081.741769362,8.934136994661096e-16,52169899605.72022
23060.0,-29188081.741769362,8.934136994661096e-16,52169899605.72024
23070.0,-29188081.74176937,6.381526424757926e-16,52169899605.72024
23080.0,-29188081.74176937,6.381526424757926e-16,52169899605.72023
23090.0,-29188081.74176937,6.381526424757926e-16,52169899605.72023
23100.0,-29188081.74176937,6.381526424757926e-16,52169899605.72024
23110.0,-29188081.74176937,6.381526424757926e-16,52169899605.72023
23120.0,-29188081.74176937,6.381526424757926e-16,52169899605.72023
23130.0,-29188081.741769362,8.934136994661096e-16,52169899605.72024
23140.0,-29188081.741769362,8.934136994661096e-16,52169899605.72024
23150.0,-29188081.741769362,8.934136994661096e-16,52169899605.72024
23160.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72024
23170.0,-29188081.741769362,8.934136994661096e-16,52169899605.720245
23180.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72024
23190.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72024
23200.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72024
23210.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
23220.0,-29188081.741769362,8.934136994661096e-16,52169899605.72023
23230.0,-29188081.741769366,7.657831709709511e-16,52169899605.72023
23240.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
23250.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
23260.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
23270.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
23280.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
23290.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
23300.0,-29188081.741769344,1.5315663419419022e-15,52169899605.72025
23310.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23320.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23330.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72025
23340.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72025
23350.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72025
23360.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23370.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23380.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23390.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23400.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23410.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23420.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72025
23430.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23440.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23450.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23460.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72025
23470.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
23480.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72025
23490.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72025
23500.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
23510.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
23520.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23530.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
23540.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23550.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72025
23560.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23570.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
23580.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72025
23590.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
23600.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
23610.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
23620.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
23630.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72024
23640.0,-29188081.74176935,1.2763052849515851e-15,52169899605.720245
23650.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
23660.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
23670.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23680.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
23690.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
23700.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
23710.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
23720.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
23730.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23740.0,-29188081.741769373,5.105221139806341e-16,52169899605.72024
23750.0,-29188081.741769373,5.105221139806341e-16,52169899605.72023
23760.0,-29188081.741769373,5.105221139806341e-16,52169899605.72024
23770.0,-29188081.741769373,5.105221139806341e-16,52169899605.72023
23780.0,-29188081.741769373,5.105221139806341e-16,52169899605.72024
23790.0,-29188081.741769373,5.105221139806341e-16,52169899605.72024
23800.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
23810.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
23820.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
23830.0,-29188081.741769366,7.657831709709511e-16,52169899605.720245
23840.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
23850.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
23860.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
23870.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
23880.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
23890.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
23900.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
23910.0,-29188081.74176935,1.2763052849515851e-15,52169899605.720245
23920.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
23930.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
23940.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72024
23950.0,-29188081.74176935,1.2763052849515851e-15,52169899605.720245
23960.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
23970.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72025
23980.0,-29188081.741769355,1.1486747564564267e-15,52169899605.720245
23990.0,-29188081.741769362,8.934136994661096e-16,52169899605.720245
24000.0,-29188081.741769362,8.934136994661096e-16,52169899605.720245
24010.0,-29188081.741769362,8.934136994661096e-16,52169899605.720245
24020.0,-29188081.741769362,8.934136994661096e-16,52169899605.720245
24030.0,-29188081.741769355,1.1486747564564267e-15,52169899605.720245
24040.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72025
24050.0,-29188081.741769347,1.4039358134467438e-15,52169899605.72025
24060.0,-29188081.741769362,8.934136994661096e-16,52169899605.720245
24070.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72025
24080.0,-29188081.741769347,1.4039358134467438e-15,52169899605.72025
24090.0,-29188081.741769355,1.1486747564564267e-15,52169899605.720245
24100.0,-29188081.741769362,8.934136994661096e-16,52169899605.72024
24110.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
24120.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72025
24130.0,-29188081.741769362,8.934136994661096e-16,52169899605.72024
24140.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
24150.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72025
24160.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72025
24170.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72025
24180.0,-29188081.741769355,1.1486747564564267e-15,52169899605.72025
24190.0,-29188081.741769355,1.1486747564564267e-15,52169899605.720245
24200.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
24210.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
24220.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
24230.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
24240.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
24250.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
24260.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
24270.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
24280.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
24290.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
24300.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
24310.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
24320.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
24330.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
24340.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72025
24350.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
24360.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
24370.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
24380.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
24390.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
24400.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
24410.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
24420.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
24430.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
24440.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
24450.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
24460.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
24470.0,-29188081.741769366,7.657831709709511e-16,52169899605.72024
24480.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
24490.0,-29188081.74176936,1.0210442279612682e-15,52169899605.72024
24500.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
24510.0,-29188081.74176935,1.2763052849515851e-15,52169899605.720245
24520.0,-29188081.74176936,1.0210442279612682e-15,52169899605.720245
24530.0,-29188081.74176935,1.2763052849515851e-15,52169899605.72025
