time_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms
13620.0,-6160320.841101197,1819071.1375098804,-2295096.5843233317,-3282.0981106263807,-4288.397979977926,5410.611686984069
13630.0,-6192754.267501108,1776073.817896673,-2240847.4681978254,-3204.519274617974,-4310.975933926228,5439.097975353578
13640.0,-6224409.884964249,1732853.423698515,-2186316.901991884,-3126.537951505744,-4333.01242999283,5466.901113895013
13650.0,-6255283.717550189,1689415.3833899477,-2131511.7347358298,-3048.1639357312883,-4354.504700397381,5494.017610538658
13660.0,-6285371.887510569,1645765.1527818341,-2076438.8499498363,-2969.4070710583396,-4375.450045714184,5520.444059456908
13670.0,-6314670.615776031,1601908.2143360781,-2021105.164779326,-2890.277249336399,-4395.84583521125,5546.177141492047
13680.0,-6343176.222431022,1557850.0764770678,-1965517.6291262233,-2810.7844092583086,-4415.689507180711,5571.2136245731235
13690.0,-6370885.127176012,1513596.272899828,-1909683.2247760599,-2730.938535111949,-4434.978569260565,5595.550364121899
13700.0,-6397793.849776999,1469152.3618749368,-1853608.9645210002,-2650.7496555262333,-4453.71059874773,5619.184303447817
13710.0,-6423899.01050278,1424523.9255504517,-1797301.8912790883,-2570.2278422114955,-4471.883242902323,5642.112474131908
13720.0,-6449197.330549415,1379716.5692507813,-1740769.0772096482,-2489.383208694493,-4489.49421924317,5664.331996399633
13730.0,-6473685.63245192,1334735.9207726326,-1684017.6228249862,-2408.2259090481575,-4506.541315834486,5685.840079482584
13740.0,-6497360.840483516,1289587.6296781935,-1627054.6560986124,-2326.76613661623,-4523.0223915636925,5706.634021968996
13750.0,-6520219.981041964,1244277.3665855557,-1569887.3315699755,-2245.0141227329786,-4538.935376410332,5726.711212143046
13760.0,-6542260.183022858,1198810.8224564444,-1512522.8294458014,-2162.9801354381584,-4554.278271706078,5746.06912831289
13770.0,-6563478.678180401,1153193.7078814686,-1454968.3546983046,-2080.674478187336,-4569.049150385757,5764.7053391273785
13780.0,-6583872.801475061,1107431.752362864,-1397231.1361602338,-1998.107488557778,-4583.246157229386,5782.617503881437
13790.0,-6603439.991408173,1061530.7035948485,-1339318.4256169065,-1915.2895369500654,-4596.867509095202,5799.803372810068
13800.0,-6622177.790343827,1015496.3267417384,-1281237.4968954194,-1832.231025285558,-4609.911495143609,5816.2607873709085
13810.0,-6640083.84481757,969334.403713851,-1222995.6449510646,-1748.9423856999138,-4622.376477052059,5831.98768051534
13820.0,-6657155.905831811,923050.7324412635,-1164600.1849510395,-1665.4340792328283,-4634.26088922084,5846.982076948124
13830.0,-6673391.829138455,876651.1261456215,-1106058.4513557,-1581.7165945141173,-4645.563238969699,5861.2420933754875
13840.0,-6688789.57550819,830141.412609994,-1047377.7969973458,-1497.800446446351,-4656.282106725329,5874.765938741664
13850.0,-6703347.2109864885,783527.4334468873,-988565.5921566845,-1413.6961748841923,-4666.416146199673,5887.551914453864
13860.0,-6717062.907136669,736815.0433645608,-929629.2236371527,-1329.4143433105792,-4675.964084559009,5899.598414595602
13870.0,-6729934.941269581,690010.1094316811,-870576.0938371383,-1244.9655375099526,-4684.924722583817,5910.903926128398
13880.0,-6741961.696659773,643118.510340393,-811413.6198202095,-1160.360364238698,-4693.296934819409,5921.467029081831
13890.0,-6753141.662748725,596146.1356679776,-752149.2323835578,-1075.6094498929249,-4701.079669717277,5931.286396731874
13900.0,-6763473.435334535,549098.8851371174,-692790.3751246866,-990.7234391737986,-4708.271949767172,5940.360795767531
