time_s,r_error_norm_m,v_error_norm_ms,vx_error_ms,vy_error_ms,vz_error_ms,h_error_m2s,energy_error_Jkg
330.0,0.0009300739814911376,2.7238765386174765e-06,-1.3699127521249466e-07,-1.689787495706696e-06,-2.1319838197086938e-06,19.63239288330078,-0.021967925131320953
340.0,0.000957259934280263,2.717628507698667e-06,-1.4931219993741252e-07,-1.685498318693135e-06,-2.126571416738443e-06,19.63239288330078,-0.021967913955450058
350.0,0.0009843804619652104,2.71158108086613e-06,-1.623011485207826e-07,-1.6812718968139961e-06,-2.1212390493019484e-06,19.632400512695312,-0.021967917680740356
360.0,0.0010114373966271391,2.7057704269728187e-06,-1.7596948964637704e-07,-1.6771236914792098e-06,-2.1160067262826487e-06,19.63239288330078,-0.021967913955450058
370.0,0.001038431805901115,2.700234356205886e-06,-1.9032722775591537e-07,-1.6730718925828114e-06,-2.1108935470692813e-06,19.632408142089844,-0.021967913955450058
380.0,0.0010653665231367048,2.6950106652474264e-06,-2.0538345779641531e-07,-1.6691301425453275e-06,-2.1059213395346887e-06,19.63239288330078,-0.02196790650486946
390.0,0.0010922435929793274,2.6901403961773868e-06,-2.2114545572549105e-07,-1.6653175407554954e-06,-2.1011110220570117e-06,19.632400512695312,-0.021967928856611252
400.0,0.0011190667641897173,2.6856624282434767e-06,-2.3762186174280941e-07,-1.6616495486232452e-06,-2.0964826035196893e-06,19.632400512695312,-0.02196791023015976
410.0,0.001145838762393564,2.6816214564926485e-06,-2.548199518059846e-07,-1.6581443560426123e-06,-2.0920606402796693e-06,19.632400512695312,-0.021967913955450058
420.0,0.0011725628587590734,2.6780571239236804e-06,-2.727438186411746e-07,-1.6548183339182287e-06,-2.087864231725689e-06,19.632400512695312,-0.021967917680740356
430.0,0.0011992436661061266,2.6750165700124764e-06,-2.9140028345864266e-07,-1.6516905816388316e-06,-2.083918843709398e-06,19.632408142089844,-0.02196793258190155
440.0,0.0012258841185132875,2.6725428859067745e-06,-3.1079161999514326e-07,-1.6487792890984565e-06,-2.080245394608937e-06,19.632423400878906,-0.021967925131320953
450.0,0.0012524901291106117,2.6706790611497832e-06,-3.309237399662379e-07,-1.6460999177070335e-06,-2.076865712297149e-06,19.632400512695312,-0.021967925131320953
460.0,0.0012790661506205453,2.6694738961943544e-06,-3.517970981192775e-07,-1.643674295337405e-06,-2.0738043531309813e-06,19.632408142089844,-0.02196793258190155
470.0,0.0013056184026813335,2.6689712760007473e-06,-3.7341442293836735e-07,-1.6415187928942032e-06,-2.0710831449832767e-06,19.63239288330078,-0.021967917680740356
480.0,0.001332151194151269,2.669221485372376e-06,-3.957770786655601e-07,-1.6396520550188143e-06,-2.06873028218979e-06,19.632400512695312,-0.021967921406030655
490.0,0.0013586725845879544,2.670268367639653e-06,-4.1888233681675047e-07,-1.6380945453420281e-06,-2.066764864139259e-06,19.632408142089844,-0.021967921406030655
500.0,0.0013851867540509146,2.6721587948938385e-06,-4.4273247112869285e-07,-1.6368635442631785e-06,-2.0652114471886307e-06,19.632400512695312,-0.021967917680740356
510.0,0.0014117030216611994,2.674941529788154e-06,-4.673229341278784e-07,-1.6359790606657043e-06,-2.064096406684257e-06,19.632400512695312,-0.021967917680740356
520.0,0.0014382279667873362,2.678661792318218e-06,-4.926523615722544e-07,-1.6354606486856937e-06,-2.0634415704989806e-06,19.632415771484375,-0.021967921406030655
530.0,0.0014647682850826228,2.6833670135070344e-06,-5.187157512409613e-07,-1.635327407711884e-06,-2.0632733139791526e-06,19.632415771484375,-0.021967921406030655
540.0,0.0014913329642804803,2.6891011747196384e-06,-5.455103746498935e-07,-1.6355975276383106e-06,-2.0636143744923174e-06,19.632408142089844,-0.021967917680740356
550.0,0.0015179308131975317,2.6959100102409372e-06,-5.730280463467352e-07,-1.6362914720957633e-06,-2.0644902178901248e-06,19.632400512695312,-0.021967925131320953
560.0,0.0015445699790952764,2.7038381922891918e-06,-6.012642188579775e-07,-1.6374292499676812e-06,-2.0659254005295224e-06,19.632400512695312,-0.021967925131320953
570.0,0.0015712624037188222,2.712927996100839e-06,-6.30208887741901e-07,-1.6390304153901525e-06,-2.0679444787674583e-06,19.632400512695312,-0.021967917680740356
580.0,0.001598014113563727,2.7232200396559952e-06,-6.598556865355931e-07,-1.6411122487625107e-06,-2.0705720089608803e-06,19.632400512695312,-0.021967913955450058
590.0,0.0016248385832669239,2.7347566587883943e-06,-6.901937013026327e-07,-1.6436974874523003e-06,-2.073833456961438e-06,19.632400512695312,-0.021967921406030655
600.0,0.0016517446926570237,2.7475753872438023e-06,-7.212147465907037e-07,-1.6468043213535566e-06,-2.0777524696313776e-06,19.632400512695312,-0.02196791023015976
610.0,0.001678745600212727,2.7617110955466754e-06,-7.529042704845779e-07,-1.6504504856129643e-06,-2.082353603327647e-06,19.632400512695312,-0.02196791023015976
620.0,0.0017058512045198455,2.777202616492073e-06,-7.852522685425356e-07,-1.6546587175980676e-06,-2.087663233396597e-06,19.632408142089844,-0.021967921406030655
630.0,0.0017330720413598732,2.7940794754359626e-06,-8.182441888493486e-07,-1.6594467524555512e-06,-2.0937031877110712e-06,19.632400512695312,-0.021967913955450058
640.0,0.0017604238955731216,2.8123742029493505e-06,-8.518663889844902e-07,-1.6648341443215031e-06,-2.1004998416174203e-06,19.632415771484375,-0.021967928856611252
650.0,0.0017879163278659567,2.832112903137038e-06,-8.861024980433285e-07,-1.670838628342608e-06,-2.108075932483189e-06,19.632408142089844,-0.02196793258190155
660.0,0.0018155647361173712,2.8533233599146994e-06,-9.209379641106352e-07,-1.6774806681496557e-06,-2.1164560166653246e-06,19.632415771484375,-0.021967925131320953
670.0,0.0018433808342632563,2.876030196508994e-06,-9.563545972923748e-07,-1.6847793631313834e-06,-2.1256655600154772e-06,19.632400512695312,-0.021967925131320953
680.0,0.0018713799669482876,2.900253102700826e-06,-9.9233329819981e-07,-1.6927538126765285e-06,-2.1357263904064894e-06,19.632400512695312,-0.021967921406030655
690.0,0.0018995740376739967,2.926011398583182e-06,-1.0288558769389056e-06,-1.7014217519317754e-06,-2.146663064195309e-06,19.632400512695312,-0.02196790650486946
700.0,0.0019279807577324893,2.9533203914865503e-06,-1.0659014151315205e-06,-1.7108022802858613e-06,-2.158497409254778e-06,19.632400512695312,-0.021967917680740356
