time_s,r_error_norm_m,v_error_norm_ms,vx_error_ms,vy_error_ms,vz_error_ms,h_error_m2s,energy_error_Jkg
0.0,0.0,0.00039335367981555843,0.0,0.0001537896187073784,0.0003620440174927353,19.632408142089844,0.0
10.0,0.0003146854277738769,0.00041253248543587787,-0.0002395093444391705,0.00025832554274529684,0.00021467705846589524,18.63990020751953,0.001110568642616272
20.0,0.0006091360064609964,0.0005703360399375473,-0.00018313516022772092,-0.00046526608002750436,-0.00027435777064965805,18.40972137451172,0.0013681352138519287
30.0,0.0003223827090868644,0.0005426387125902289,0.0004663463053020678,-0.0001285787693632301,-0.00024585645405750256,18.58997344970703,0.0011664554476737976
40.0,0.00031706356161591027,0.00010566805517822223,8.83908506921216e-06,8.241379964601947e-05,6.554062929353677e-05,18.942977905273438,0.0007714442908763885
50.0,0.0003260396977933042,0.0004263321323431385,-0.000251732787205583,-9.261891773348907e-05,0.0003313780725875404,19.318687438964844,0.0003510378301143646
60.0,0.0007845658671229523,0.00013009391750165125,-6.086060011512018e-06,1.166825859399978e-05,0.00012942657758685527,19.632408142089844,7.450580596923828e-09
70.0,0.0004892555894669,8.465600145664508e-05,6.176028330173722e-05,-1.3661867342307232e-05,-5.62641926080687e-05,19.846214294433594,0.00023925676941871643
80.0,0.0002804057706851912,0.000473774984990052,0.0002758227302592786,0.00034822233737941133,0.00016469900310767116,19.95397186279297,0.0003598257899284363
90.0,0.0006637382842685054,0.0004695653437900319,-3.051005694487685e-05,-0.0004600181709975004,8.912929297366645e-05,19.96936798095703,0.00037704408168792725
100.0,0.0006526800948482825,0.0004982476975218408,0.0004868582848303049,-6.982333070482127e-05,-7.965225086081773e-05,19.916282653808594,0.00031764060258865356
110.0,0.00035609463625468923,0.0003498757777203927,0.0001840660087282231,-0.00018665491370484233,-0.0002317168691661209,19.822547912597656,0.00021276623010635376
120.0,0.0008584599537639028,0.0006902215772512378,0.00043062593590548204,0.000410091799494694,-0.00035041667342738947,19.714309692382812,9.164586663246155e-05
130.0,0.0009489613299634341,0.0006379960975984917,-0.00038924353771108144,-0.00013281438714329852,0.00048773848266137065,19.61353302001953,2.1111220121383667e-05
